player,mu,sigma,wins,losses,sets
dirtcruncher,21.4119047871,3.04774989486,4,8,12
vidya_james,21.4033184027,3.56555664202,3,6,9
bubby,21.3970332671,5.36171151221,1,2,3
rhubarb,21.3751432365,2.9792779151,4,8,12
izoo,21.3750476551,3.69601443785,3,6,9
arctic,21.3680768984,3.70531585155,3,6,9
esuma,21.3511290771,5.46780250884,1,2,3
pastor,21.3422581477,5.51129103904,1,2,3
napkins,21.3422581477,5.51129103904,1,2,3
myroknpancakes,21.3422581477,5.51129103904,1,2,3
chaos pro,21.3422581477,5.51129103904,1,2,3
heartsdealer,21.3422581477,5.51129103904,1,2,3
barrels,21.3037609218,3.0930523393,3,8,11
krypto,21.2558467058,4.43464169964,2,4,6
astumpycow,21.2447548091,5.41810096423,1,3,4
throwz?!,21.2159587192,5.15868220368,1,2,3
pzero39,21.2014942235,5.34825217268,1,2,3
chinstrap,21.1039973139,4.07731458866,2,4,6
ir,21.1021121028,3.54283482857,3,6,9
andy,21.070209472,5.51002169606,1,2,3
kavon,21.070209472,5.51002169606,1,2,3
nyx,21.070209472,5.51002169606,1,2,3
flatline,21.070209472,5.51002169606,1,2,3
15(ichigo),21.070209472,5.51002169606,1,2,3
iceking,21.0424773365,4.44061291576,2,4,6
sunshinetk,20.9652073312,4.27054499001,2,4,6
hotpocket,20.9485239209,5.52816440754,1,2,3
massimo,20.9371756287,5.15625974543,1,3,4
hipo,20.866582837,5.25073016534,1,2,3
snazzy,20.7904753738,5.43576157592,1,2,3
jollie,20.7853788135,3.79242951067,2,5,7
java boy,20.7057800576,5.49053736546,1,2,3
kingcool,20.6918259832,3.44795830949,3,6,9
redribb0n,20.6905799049,6.83924500234,0,1,1
yungpurp,20.684464169,6.65120622593,0,1,1
shyguyking,20.6729036879,3.74204294521,3,5,8
ego,20.6640845455,3.72676223878,3,6,9
bohemian milk,20.6537113152,5.33473118741,1,2,3
god,20.60416798,7.17147558733,0,1,1
yung,20.60416798,7.17147558733,0,1,1
bunmira,20.60416798,7.17147558733,0,1,1
the cfb,20.60416798,7.17147558733,0,1,1
akito555,20.60416798,7.17147558733,0,1,1
masterofzoroark,20.60416798,7.17147558733,0,1,1
akajumo,20.60416798,7.17147558733,0,1,1
uprowr,20.60416798,7.17147558733,0,1,1
dishier wand,20.60416798,7.17147558733,0,1,1
4sk,20.60416798,7.17147558733,0,1,1
neverpullout,20.60416798,7.17147558733,0,1,1
ragingcherry,20.60416798,7.17147558733,0,1,1
nfreak,20.60416798,7.17147558733,0,1,1
garv,20.60416798,7.17147558733,0,1,1
branchan,20.60416798,7.17147558733,0,1,1
adubz,20.60416798,7.17147558733,0,1,1
big tone,20.60416798,7.17147558733,0,1,1
patty-wagon,20.5876097381,6.78784393705,0,1,1
spaff,20.5610555606,6.47389141057,0,2,2
krutchby,20.5043728215,5.46331845492,1,2,3
flat nat,20.5034894816,6.94591406318,0,1,1
schmerka berl,20.5014891461,3.52979007802,3,8,11
bronze_sun,20.4938607321,6.92549349541,0,1,1
eliot,20.453370898,3.63718068538,2,7,9
tdp,20.391878954,5.2318583381,1,2,3
astumpyzombie,20.3838379998,4.43942693556,1,4,5
cardoso,20.378259761,3.73771603983,3,6,9
mattatari,20.3728408526,5.23299737103,1,2,3
homemadewaffles,20.3612733202,6.92690169084,0,1,1
imperium,20.3612733202,6.92690169084,0,1,1
fil,20.3612733202,6.92690169084,0,1,1
rice,20.3612733202,6.92690169084,0,1,1
mojo,20.2444324023,4.3995150807,2,3,5
pika,20.2404399247,4.54487743774,1,4,5
swankeaboo,20.2402561334,5.20156078642,1,2,3
danno,20.2401166603,5.2691944166,1,2,3
spell,20.1469440433,6.85953951868,0,1,1
hans_mawell,20.1279428502,6.89704561133,0,1,1
stephanie,20.1279428502,6.89704561133,0,1,1
i use tap jump,20.1279428502,6.89704561133,0,1,1
weatherman,20.1244141944,4.83231838453,1,4,5
the professor,20.1094622962,3.46544354897,3,7,10
et,19.9865723905,6.74398184354,0,1,1
woof,19.9737613742,3.51713695387,2,7,9
dmolz,19.9229931655,3.97462759666,1,6,7
lou sanus,19.9125369939,3.87008656036,1,6,7
yolft,19.8876566816,3.63863598291,2,6,8
nami,19.8726186176,6.69818244663,0,2,2
brambramjam,19.8191933376,4.77366265566,1,3,4
depressed eagle,19.7821090704,4.60868179082,1,4,5
husker,19.7046616717,4.27653352742,1,5,6
elu,19.6656260261,3.96584390619,2,6,8
taiko,19.6469858276,3.28968760579,3,8,11
bogmyer,19.6396088713,4.36497762512,1,4,5
the drew,19.6308698314,3.08520659909,3,8,11
grrg,19.6037144755,2.9694858011,4,10,14
tallyshell,19.5933648235,4.78673609463,1,3,4
luwolf,19.5855079222,6.20795705331,0,2,2
jedipanda,19.5690668748,4.31933588913,1,5,6
general1712,19.5654287531,4.74959417034,1,5,6
multiball,19.4739068198,3.24592710128,3,8,11
jose,19.3900010576,6.56882410874,0,1,1
shug,19.3150091162,4.58958327365,1,4,5
missingn0,19.245468504,6.11521213932,0,2,2
bear,19.2372076042,4.23429858317,1,4,5
nagurnimaster,19.2343577323,6.23400172038,0,2,2
twunt,19.1729037293,4.68531232901,1,4,5
jad,19.1626714233,6.43674265554,0,2,2
mariokartmoney,19.1263628643,4.93003836048,1,4,5
magnus combosen,19.1094838087,4.77481021436,1,4,5
kobra,19.0906594211,4.89608178096,1,4,5
mello,19.0556900497,6.61249886872,0,2,2
kevorkian,19.0373198859,3.95115743557,2,6,8
esmod,19.0176497094,6.51974552938,0,2,2
maximum can,18.9967716023,6.29853518768,0,2,2
milleneum,18.9915504985,4.29512948533,1,4,5
sabo,18.9895447961,6.83048033888,0,1,1
jedisalazar,18.9473738327,6.41962051679,0,2,2
scootieloo,18.9157091146,6.08967430513,0,2,2
jackmehoff,18.8851326495,6.02708671302,0,2,2
refriedjeans,18.8775515834,6.8141203941,0,1,1
jgin,18.8577838007,5.96798294913,0,2,2
whoopiecow,18.8414486628,3.54679273315,3,6,9
stdangerous,18.8406171389,6.22979084872,0,2,2
brendanhall,18.7970867362,6.54992705426,0,1,1
pugdaddyfre$hlyfeogg*flva,18.794269799,6.35024058644,0,2,2
moustasher,18.7569743007,3.40216173783,3,7,10
pilot,18.7550467167,6.63971746947,0,1,1
spicky,18.683665227,6.78798900948,0,1,1
pidgezero_one,18.6073421431,3.4953607329,2,7,9
tbone,18.5774730416,6.29260400231,0,2,2
kl3an,18.5588529466,6.38820575423,0,2,2
lukem,18.5506348171,6.71127333949,0,1,1
broonz,18.4990766458,3.72585632916,2,6,8
hotspank,18.4720523429,3.45220009591,3,6,9
youtwo,18.4585701402,6.47051486517,0,2,2
lloyd-black,18.4444995546,3.37331498197,2,8,10
bus,18.4033731809,6.21857036024,0,2,2
tydye,18.4017260176,6.39908449938,0,2,2
master jay,18.3790600321,6.39548886025,0,2,2
charlie harper,18.341005986,6.3852507322,0,2,2
nokto,18.335783984,6.20788613905,0,2,2
whitegrizzly,18.321642546,6.02218472055,0,2,2
quinceprince,18.32105969,6.2418644638,0,2,2
swerve,18.2269383987,6.35593574731,0,2,2
avian,18.2135081597,6.35266839978,0,2,2
putpasswordhere,18.208521352,4.78720455508,1,4,5
jdeezel,18.111353808,6.31953289734,0,2,2
tylenol jones,18.110103572,6.32861787932,0,2,2
instacover,18.0500741902,6.31453002242,0,2,2
izze,18.0428187692,6.46387437135,0,2,2
warmachine1919,18.0428187692,6.46387437135,0,2,2
fen,18.0280431471,4.35906342505,1,5,6
locamash,18.0183196563,6.3229292674,0,2,2
electricgazelle,18.0054623606,6.70491637149,0,1,1
turtle,17.9987963086,6.06520869122,0,2,2
drhino,17.9980023599,6.32119878345,0,2,2
snack?,17.9980023599,6.32119878345,0,2,2
jpoptosis,17.9980023599,6.32119878345,0,2,2
zarfon,17.9980023599,6.32119878345,0,2,2
phex,17.9980023599,6.32119878345,0,2,2
astropancakes,17.9980023599,6.32119878345,0,2,2
dennysgrandslambreakfast,17.9980023599,6.32119878345,0,2,2
big d squirrels,17.9980023599,6.32119878345,0,2,2
duckpimp,17.9980023599,6.32119878345,0,2,2
yam$,17.9980023599,6.32119878345,0,2,2
fry,17.9980023599,6.32119878345,0,2,2
fmax,17.9980023599,6.32119878345,0,2,2
akiva,17.9980023599,6.32119878345,0,2,2
laugh,17.9980023599,6.32119878345,0,2,2
lights,17.9816499173,6.29750892389,0,2,2
seantos,17.9648951682,3.65197532222,2,8,10
beaver,17.958835544,6.31200221875,0,2,2
wolfcry,17.9230213746,6.16381175236,0,2,2
alex,17.9195658899,6.27586139291,0,2,2
black rob,17.9115274115,6.28018259574,0,2,2
erk,17.9107525074,6.27770945867,0,2,2
pigwick,17.9085248734,5.83873928228,0,2,2
maxi,17.8471382488,6.27199149472,0,2,2
holosly,17.8405629898,6.27988339032,0,2,2
ebay,17.8359797122,6.26745356674,0,2,2
5000candlesinthewind,17.8270005524,6.29388615473,0,2,2
harmless,17.8270005524,6.29388615473,0,2,2
legoman,17.8270005524,6.29388615473,0,2,2
flash,17.8270005524,6.29388615473,0,2,2
jfm,17.8270005524,6.29388615473,0,2,2
oljace,17.8270005524,6.29388615473,0,2,2
jojohnson,17.8270005524,6.29388615473,0,2,2
armor,17.8270005524,6.29388615473,0,2,2
giggitoxin,17.8270005524,6.29388615473,0,2,2
mrryanness,17.8012990057,4.75126295633,1,4,5
zane,17.7546889757,6.37991001333,0,2,2
fs shampoomaster,17.6774015461,6.23226422632,0,2,2
liam_butler,17.6673384456,6.26628461383,0,2,2
matt47,17.6673384456,6.26628461383,0,2,2
frogge,17.6650802957,5.82977554578,0,2,2
oxycontin,17.6102672634,3.51628935149,2,6,8
uncle onion,17.6088232344,6.2344399148,0,2,2
xlax,17.5511609899,4.72964768438,1,4,5
gambit,17.5381058359,6.04022060431,0,2,2
blank,17.5157993115,5.9797827329,0,2,2
mechanicalmarine,17.4505874795,6.30645860531,0,2,2
magfmur,17.4412025514,5.99671252336,0,2,2
levity,17.4227481495,6.18855031691,0,2,2
tokaji,17.4183735531,3.38884940386,3,6,9
goomah,17.4129916516,6.18520774262,0,2,2
thegoat,17.4096777088,6.29959968662,0,2,2
amaya,17.367539317,6.28792502463,0,2,2
draxsel,17.358477432,6.16091093994,0,2,2
juan doe,17.3404381349,6.28087507417,0,2,2
sad,17.3380949431,6.2826186222,0,2,2
jerzilla,17.3178420049,6.08100101259,0,2,2
bozz,17.2550251036,6.269075413,0,2,2
fig,17.2321252263,4.24654840611,1,5,6
4 phri,17.2235887762,6.2635158315,0,2,2
puddn,17.2084788552,6.2591236046,0,2,2
master j.j.,17.1716911112,6.24522720772,0,2,2
marfslayer 3000,17.1573329149,6.26923433457,0,2,2
jobook,17.1539451157,6.24125860026,0,2,2
driftintheabyss,17.1230201462,6.24558798543,0,2,2
sianvar,17.0894053364,6.05344972626,0,2,2
lunchy,17.0699686222,6.08232004122,0,2,2
superduperfanofboom,17.0550131584,6.22449836909,0,2,2
russellsprouts,17.007664599,5.32846333968,0,4,4
lonk,17.0073866723,6.02726524418,0,2,2
sam,17.0019455012,5.88634539385,0,2,2
kayo,16.9813134888,6.21916743945,0,2,2
scraggus,16.9692373492,6.09909420682,0,2,2
caelan,16.9617885972,5.5103023105,0,3,3
rocktimus crime,16.9348974157,4.9171510152,0,5,5
redwolf,16.9341628101,5.7877824751,0,2,2
irish,16.9273178368,6.23983584333,0,2,2
miles,16.9273178368,6.23983584333,0,2,2
azzy,16.9273178368,6.23983584333,0,2,2
grunyan,16.9273178368,6.23983584333,0,2,2
monk,16.9273178368,6.23983584333,0,2,2
sambook,16.9273178368,6.23983584333,0,2,2
abc,16.9273178368,6.23983584333,0,2,2
gaymer,16.9273178368,6.23983584333,0,2,2
j,16.9273178368,6.23983584333,0,2,2
zurdo,16.9273178368,6.23983584333,0,2,2
bean,16.9273178368,6.23983584333,0,2,2
voidstar,16.9273178368,6.23983584333,0,2,2
yuxminato,16.9273178368,6.23983584333,0,2,2
grraffe,16.9273178368,6.23983584333,0,2,2
fs mook,16.9273178368,6.23983584333,0,2,2
hail_sagan,16.9273178368,6.23983584333,0,2,2
red,16.9273178368,6.23983584333,0,2,2
zombieheart84,16.9273178368,6.23983584333,0,2,2
aubfox,16.9273178368,6.23983584333,0,2,2
deku,16.9273178368,6.23983584333,0,2,2
waffles,16.9273178368,6.23983584333,0,2,2
paper tiger,16.9273178368,6.23983584333,0,2,2
mr.e [rohr],16.9273178368,6.23983584333,0,2,2
scuttlebug jamboree,16.9273178368,6.23983584333,0,2,2
riseup93,16.9273178368,6.23983584333,0,2,2
skubtard,16.9273178368,6.23983584333,0,2,2
thac0,16.9273178368,6.23983584333,0,2,2
shadow light master,16.9273178368,6.23983584333,0,2,2
benbook,16.9273178368,6.23983584333,0,2,2
atari,16.9273178368,6.23983584333,0,2,2
dd,16.9273178368,6.23983584333,0,2,2
heisenberg,16.9273178368,6.23983584333,0,2,2
muthaluva777,16.9273178368,6.23983584333,0,2,2
raxcity,16.9273178368,6.23983584333,0,2,2
sharktoast,16.9273178368,6.23983584333,0,2,2
d-tek,16.9273178368,6.23983584333,0,2,2
sleeh,16.9273178368,6.23983584333,0,2,2
whiz kid,16.9273178368,6.23983584333,0,2,2
ferrero64,16.9273178368,6.23983584333,0,2,2
blues,16.9273178368,6.23983584333,0,2,2
rickter_scale,16.9273178368,6.23983584333,0,2,2
themickeynick,16.9273178368,6.23983584333,0,2,2
edwin...,16.9273178368,6.23983584333,0,2,2
searcher,16.9273178368,6.23983584333,0,2,2
aperture,16.9273178368,6.23983584333,0,2,2
beekle,16.9273178368,6.23983584333,0,2,2
sfgman,16.9273178368,6.23983584333,0,2,2
kezzup,16.9273178368,6.23983584333,0,2,2
jazz,16.9273178368,6.23983584333,0,2,2
uh what,16.9273178368,6.23983584333,0,2,2
digital cannon,16.9273178368,6.23983584333,0,2,2
phalanx,16.9093882126,6.20923233147,0,2,2
m2cain,16.8971608593,6.21019865504,0,2,2
bunnyblast,16.8822801378,6.20385470448,0,2,2
mookie,16.850806745,6.18793626323,0,2,2
ham,16.8478103341,4.35188687456,1,6,7
rabizkoshik,16.8426869985,4.44375782152,1,5,6
darv,16.8172633686,6.2067889521,0,2,2
werewyatt,16.8065666371,4.02802351779,1,5,6
da bear,16.7851248289,6.06238612483,0,2,2
karl,16.6585237579,5.54721753999,0,3,3
scott,16.6001481067,6.15339317878,0,2,2
scaryman,16.5977043009,3.92569082806,1,6,7
mikeyg,16.5937644067,5.89073429109,0,2,2
dk dredd,16.5503723221,5.74320977261,0,2,2
bc_burns,16.5383659216,6.12783790491,0,2,2
curiousplaces,16.4946314178,5.98428371546,0,2,2
robslabgod,16.4487166061,5.61273683324,0,2,2
charlie,16.4090681063,5.78906980336,0,2,2
pvc,16.400476286,5.99329902216,0,2,2
fumofuu,16.3030542888,5.91672443964,0,2,2
dunos_,16.2878779255,5.97763085216,0,2,2
kraken,16.2658891577,5.86023295168,0,2,2
papa,16.2346404823,5.22533961494,0,4,4
juno,16.2311025997,5.97438046955,0,2,2
recneps,16.1900599607,4.01553596271,1,7,8
katiebug (sfk),16.1755080806,5.97577040854,0,2,2
yung god,16.0856347547,6.08379213154,0,2,2
turtlpower,15.9975782782,5.029634122,0,6,6
thedarkdreamer,15.8117426471,6.01673635797,0,2,2
bulldog,15.7875607058,6.01539646542,0,2,2
nyani,15.6516188915,5.45870487973,0,5,5
ohhhbreezy,15.6471233545,3.91289721399,1,6,7
guccipivotmaster4000,15.6305053744,4.96784580569,0,6,6
tweli,15.6023696662,5.97570740059,0,2,2
jet fuel,15.5882747204,3.83167293977,1,7,8
bennyboy98,15.499706068,5.82178901354,0,2,2
kohenbro,15.4047986868,4.99951426716,0,5,5
mike4real,15.392848689,5.62234627806,0,2,2
failcant,15.357851223,5.8152051293,0,2,2
sweaters,15.3576121017,6.06819483028,0,2,2
vondo,15.2158720067,4.51412293495,0,6,6
cr0ak,15.1875993065,5.90448236514,0,2,2
hyperbole,15.1648833,5.91820734303,0,2,2
thisisgettingold,15.115537955,5.93072884891,0,2,2
nikku,15.0675350673,5.86549289052,0,2,2
urpasmash,15.0548093947,4.92454797594,0,6,6
ryden hope,15.0465713965,5.70803561869,0,2,2
rf!,15.0378472619,5.38489161732,0,3,3
ppdmd,14.9247578391,5.84013101842,0,2,2
falln,14.9048821729,5.66955197427,0,2,2
adulix,14.894363068,5.00342255587,0,5,5
deep dimples,14.8883490421,4.54562518066,0,5,5
djltheescapade,14.7887887506,4.94113244058,0,5,5
neph_girl,14.7712848129,4.29416751341,0,7,7
tuna,14.568440935,4.855398277,0,6,6
sugaaku,14.4458284627,5.37156501497,0,4,4
elrond,14.3858775721,4.20942489716,0,7,7
dude,14.3709296667,5.26282076406,0,3,3
dr gibs,14.3420275196,4.69369080388,0,5,5
link,14.1665568654,5.7580728291,0,2,2
mjim,14.1531881934,4.47710195596,0,5,5
bung0o,14.1252618932,4.65746676774,0,6,6
duck chris,14.083241994,4.78132453937,0,6,6
cat,14.0798507803,4.75028887024,0,5,5
jpeghero,14.0029047341,3.73743955095,1,8,9
nardwell,13.950005536,2.79136609799,2,19,21
myk,13.8397278746,5.36213805829,0,4,4
jonnjonn,13.7952925049,4.66523378573,0,5,5
2%gay,13.776021098,4.99420580386,0,6,6
paul d,13.6466561774,5.22967484951,0,4,4
jeremy,13.5998797658,5.0743836646,0,4,4
nnaughtydogg,13.5520312879,4.35011817607,0,6,6
bagel,13.4852569161,4.52611290365,0,6,6
hero,13.4560783753,4.67460736994,0,6,6
starcutter,13.3757017308,4.55297607511,0,6,6
shwang,13.3686879443,4.6571491862,0,6,6
tehz,13.2923558452,4.7045726583,0,6,6
smashlopez64,13.1076499154,4.6928401233,0,6,6
sven stormbeard,12.9604799749,4.6649721875,0,6,6
blizz,12.9523229867,4.6484805035,0,6,6
qk shkz,12.9392346646,4.65877219452,0,6,6
blanco mano,12.8605561802,4.39699663883,0,6,6
golfclubninja,12.4484316181,4.60648792714,0,8,8
jimbot,12.378565999,4.42592111142,0,7,7
sunshine,12.2035392602,4.59474589588,0,6,6
ubll black mage,12.0949993278,4.51629440985,0,6,6
polarbair,11.2743836866,4.45773405347,0,6,6
theycallmechris,11.229167796,4.3882283786,0,6,6
umi,11.22494584,4.38749705927,0,6,6
colt,11.190655646,4.34997256497,0,6,6
