player,mu,sigma,wins,losses,sets
studstill,31.3054654082,2.99423820906,7,4,11
señorhen10r,31.2897401568,2.73959774825,7,5,12
pete,31.2596994468,3.62257992679,4,3,7
tonester,31.2583317858,2.66451632383,11,6,17
bread,31.1379212941,2.73317833498,8,6,14
llcstoism,31.1316660428,1.90156426136,14,12,26
dam_tewton,31.1083892624,4.51212905715,2,2,4
fck vwls,30.9884771463,2.6143968533,8,8,16
v,30.9699817031,3.80835133669,4,2,6
dfx,30.9568394406,2.3600351461,10,8,18
kirbstomper,30.9517187532,3.44632097783,5,4,9
piratetrips,30.9195273081,2.6605293412,8,4,12
shihman,30.9140428427,1.71177224872,21,13,34
th3kuzinator,30.8601974553,2.98818899985,6,6,12
spark,30.8565212977,2.89035000413,7,4,11
waxy:joe,30.8314688127,2.88640838708,6,4,10
supa,30.8093473359,2.44025761899,8,7,15
dogs_johnson,30.8004342707,2.25995084508,11,9,20
rusty,30.7393905065,2.37839178529,9,8,17
purtle,30.656971653,3.49740430515,3,3,6
heny935,30.6391570083,3.84636324788,4,2,6
fancy,30.499839859,4.16966294177,3,2,5
jxc,30.4955949109,3.7041066548,4,2,6
b.i.,30.4930517777,2.69994081512,7,4,11
elel,30.4207808837,3.17861273215,6,4,10
moogle,30.3547452749,4.27008676874,3,2,5
olbus,30.235202814,3.85840210727,4,2,6
pizza jokes,30.1663034627,3.43590142972,3,3,6
morino,30.1506617443,3.72732224827,3,3,6
quitrage,30.1326635042,3.24268953717,5,4,9
commander,30.0781383948,4.1645089737,3,2,5
nesskhalifa,30.061035925,3.46080180021,5,4,9
duffman,30.0504740014,4.29388077689,3,2,5
chuck lubs,30.0498798852,4.42716092492,3,2,5
the american patriot,30.0004772446,4.24193874381,4,2,6
smurf,29.9531278375,1.80002917486,20,14,34
skyfire,29.9527963513,4.29289896607,3,2,5
blondekid,29.9322692988,2.93681911494,6,6,12
superderekfan,29.9230421298,3.98060511495,3,2,5
gt,29.8889752893,1.6970068769,18,14,32
gildo,29.8849963899,2.45863464998,12,6,18
broly,29.8107162742,4.30923040572,3,2,5
dr. grin,29.7729008148,3.37690165582,4,4,8
bamster,29.7339542308,3.53248325882,5,4,9
umbra,29.6653148683,3.25168600944,6,4,10
korobeniki,29.6403956301,2.71400236635,7,8,15
freddy cougar,29.6190154715,4.80369636988,3,2,5
mustard tiger,29.6149847437,3.32370967272,6,4,10
greeno,29.6003557154,2.19097911477,13,8,21
p21/c,29.5851834956,2.41437168207,10,8,18
xyk,29.5672353755,3.08640859532,6,4,10
darkneon,29.5302814811,4.30636267854,3,2,5
dizzle,29.4903977804,3.35582559588,5,4,9
zyrg,29.4794237968,2.99657164216,6,4,10
whitejesus,29.4672418503,2.52630349941,6,8,14
toro,29.4591415649,4.33761892562,3,2,5
tank,29.42965499,4.14507127951,2,3,5
bon,29.4294581725,2.71669979638,7,8,15
quickcav,29.4196097865,3.08512113383,6,3,9
captain l,29.3847498667,2.39327494351,8,9,17
annex,29.3477462104,2.20589573348,12,9,21
komotonoto,29.3237253757,3.12104975034,5,4,9
travkid,29.2782761158,5.02028646873,1,1,2
pewpewu,29.2686965515,3.31382375194,5,4,9
dpb,29.2524784108,4.54067447503,3,2,5
fil,29.2193758493,3.85847312934,3,3,6
captain fabulous,29.1600602586,2.53958829541,8,8,16
justin,29.0276200479,4.11228649343,3,2,5
the (.)(.),28.9877791848,3.5948769872,3,3,6
a la carte,28.8550346343,3.60784111654,5,4,9
pathall,28.8430032981,4.69943595619,2,2,4
fudgeball,28.8428618688,3.86046783703,3,2,5
professor_wizard,28.7769264801,2.30280387406,9,7,16
ibc,28.7765131925,3.33497860129,4,4,8
sebula4,28.7490311034,4.35983588224,3,2,5
iheartqueso,28.6785208568,3.6767673138,5,4,9
1000,28.6446165202,4.96232019835,3,2,5
vudujin,28.5358925715,4.51236308597,3,2,5
zuko,28.530514436,2.24385881472,12,11,23
my buddy mike,28.5283406973,5.24332305562,2,2,4
toronto joe,28.5159878507,4.46472143658,3,2,5
tvdonk,28.5159878507,4.46472143658,3,2,5
enneielle,28.407797227,3.8228297591,3,3,6
jamjar,28.3881663594,2.30394433191,13,11,24
kraines,28.3781476104,4.80211445935,3,1,4
sunflower,28.3742781939,2.78309480734,6,7,13
hydra,28.3642798889,3.56767211327,4,3,7
coin chaser,28.3398804873,4.41338713391,3,2,5
kabal,28.3246175391,3.82277180882,4,3,7
marlwolfe,28.256038765,3.81013431879,3,3,6
dragoniota,28.2167689426,4.41112725804,3,2,5
blaise,28.2055181803,4.52219949795,3,2,5
thrillhouse,28.1624287422,3.03354288436,5,4,9
autobaun,28.1529055021,4.53845634446,3,2,5
handles,28.151799742,2.54418384098,9,6,15
nattyb,28.1340321176,4.41412338,3,2,5
cmull,28.1054747597,3.22108354575,4,4,8
killahertz,28.0824338464,2.92888723249,7,6,13
q!,28.0763523477,2.08626903461,11,13,24
spamus,28.0429315999,4.57118871244,2,2,4
cody,27.9486161896,5.04650302542,3,2,5
b33f,27.92023597,2.21062457504,11,8,19
t brett,27.9109561884,3.45327948973,5,4,9
horbie,27.899985796,4.06374662367,3,3,6
tbq,27.8891238809,3.18202316669,5,4,9
shyboy,27.8855005042,4.52522270394,3,2,5
xor,27.8477909423,4.54391781032,3,2,5
pizza,27.8344336168,2.10477123339,13,13,26
grahamaglam,27.8300034856,2.36302715785,6,8,14
starchild,27.8262409136,2.67324963633,9,6,15
meerkat,27.7667306628,2.26657798183,9,10,19
cwic-beam,27.7625337748,3.75509936243,4,4,8
dr. lampy,27.7012340579,4.3858154803,3,2,5
paco,27.6900941707,2.27729034149,9,9,18
bigbeaver,27.68685376,1.83105600106,13,15,28
mr. slimey,27.665551347,4.77930876729,2,2,4
zbl_mystic,27.6442350057,4.70282970113,3,2,5
giraphe,27.6259839905,4.34736538899,3,2,5
sheick,27.560447432,4.57676738624,3,2,5
jsmirk,27.5595115728,2.38170645149,8,9,17
miniohh!,27.5381232447,4.69722582098,2,2,4
no~m,27.5287408935,4.54448982974,3,2,5
t0mmii,27.5268971516,4.50511998972,3,2,5
stonehaus,27.518979914,4.54954967357,3,2,5
velocity jones,27.5110874357,4.03185001321,2,2,4
scratch,27.4992245286,2.68284084358,5,8,13
touque,27.4858842567,4.51296989674,3,2,5
tafokints,27.4431132349,5.24771854895,2,1,3
dubs,27.4288727105,2.95638717553,7,5,12
king lumsy,27.418245167,4.5754327375,3,2,5
stevie g$👌👌👌👌👌👌👌👌,27.4089970276,5.03296639251,2,2,4
boomalready1,27.4074925344,3.42991343912,5,4,9
maze,27.3991072971,3.30731838716,4,5,9
daniels,27.3908316689,2.05435467802,13,14,27
mando,27.3787849505,3.10339446866,4,6,10
kingkool,27.3741879199,4.51626367599,3,2,5
deathcpo,27.3591560504,2.420764216,9,9,18
vanillarin,27.3521521582,3.56691852247,5,4,9
ern,27.3334373546,4.52651953183,3,2,5
jam,27.2604595159,4.17145944147,2,3,5
razz,27.2135833484,2.85619076813,6,6,12
wazzberry,27.1536110551,4.72588493458,3,2,5
breakthrough,27.1504154495,4.70647587777,2,2,4
greenblob,27.1388132979,4.14897965961,3,2,5
zergos,27.1269678944,4.66386416268,3,2,5
rizner,27.06173088,2.21889047221,12,11,23
box,27.0513887921,4.41908231244,2,2,4
vanddar,27.0269797611,4.91033200857,2,2,4
taiko,27.0116230366,2.40064275916,8,10,18
shishkabobs5,26.9943366155,4.91566277234,2,2,4
pluto,26.9883313047,4.68697626582,2,2,4
mr.watchandlearn,26.9147133534,5.14984675157,2,2,4
supernuggit,26.9084398479,4.36753767637,3,2,5
aisengobay,26.9025562348,4.33606383804,2,2,4
notlightningrunner,26.8919516884,4.32755510643,3,2,5
gaijilla,26.8541430517,5.24456922594,2,2,4
kaladin,26.8193794291,4.85733180033,2,2,4
barron,26.7658233802,4.90881828147,2,2,4
rgood,26.7603418362,4.40844911847,3,2,5
bunz,26.735165573,4.75320381865,2,2,4
drewgong,26.7161664967,2.84956822278,6,8,14
kelvinheit,26.7098686029,3.0951948049,4,5,9
nasian,26.6967887014,4.24330526681,2,2,4
hypa,26.6906245545,4.66747217319,2,2,4
droc,26.6168334602,4.82441931249,2,2,4
synth,26.609829181,4.33493918342,2,2,4
rocket,26.6085456095,2.68741740878,5,6,11
maliki,26.5905882406,3.68416870975,3,4,7
dixoncider,26.5855879165,4.43137193007,3,2,5
k-nut,26.5537371421,3.80008706009,4,3,7
hhhhhhhhhhhhhhh,26.5012571222,4.89299692726,2,2,4
neth,26.4888652287,4.81250871516,2,2,4
spunker,26.46148691,5.39224163072,1,2,3
beans,26.4603790823,2.58046998933,7,9,16
hoofy,26.4428021873,3.17903378335,5,6,11
pochilin,26.4403640874,5.29672942941,2,2,4
duncs,26.4320276709,2.28753988344,11,10,21
elated,26.4202913491,3.16345857911,6,4,10
hariballz,26.388930767,3.38298647581,4,4,8
village mascot,26.388070271,2.33092079567,9,11,20
duff man,26.3165440621,4.24959053614,2,3,5
mmneggs,26.3058876064,3.34970568997,2,6,8
luka,26.2941117225,5.15669574491,2,2,4
dusttin,26.2589956777,2.52537995236,9,9,18
mistertizye,26.2486889407,4.40089164521,1,2,3
white,26.2424899964,4.46351234283,2,3,5
thissidedown,26.219681198,5.24106029979,1,2,3
yrn,26.218959346,3.76793964093,3,4,7
leavescat,26.1418118779,3.50496791086,4,4,8
sandman,26.1362804608,4.62754522802,3,2,5
batterybird,26.106818423,4.04248717378,3,3,6
moonshoe,26.1006526788,2.83905326809,6,6,12
purple fox,26.0826152945,4.68062886934,2,2,4
reptar,26.058735739,3.67783061597,4,4,8
bringdaruckus312,26.0585891092,4.93971246405,2,2,4
rythemretrn,26.0177939388,4.92002604664,2,2,4
spaghetti,25.9989191524,4.04392629426,2,3,5
wincancel,25.9837040849,4.72723742945,2,2,4
capos,25.9375384928,2.2168039731,10,10,20
bflakes,25.9163695424,4.48265698201,2,2,4
dankpank,25.8891329991,2.39219024225,8,9,17
ace,25.8751852655,4.6355168465,2,2,4
imdabes,25.8391116057,4.92746511244,2,2,4
tipc,25.8213420018,4.96998362283,2,2,4
aces,25.7438517269,2.45120268455,8,12,20
moosh_da_moosh,25.7314211338,4.82140766753,2,2,4
hoofydough,25.7113062928,4.91600928402,2,2,4
therapture_,25.7113062928,4.91600928402,2,2,4
mixxedvegetables,25.6809593844,4.72851595519,2,2,4
bre,25.639012476,4.60931517626,2,2,4
brny,25.6114238679,4.81868948349,2,2,4
qubit,25.5807008818,4.90407462887,2,2,4
funkykong,25.5316879683,4.87497619444,2,2,4
beguiler,25.5284653263,4.94429671884,2,2,4
karlthemarx,25.5170909525,4.82004371416,2,2,4
kman,25.5120111883,5.15176625924,2,2,4
cyan can,25.4746993932,4.85996599431,2,2,4
kd3,25.4710617934,4.80986813254,2,2,4
gato,25.45673783,5.18458262465,1,2,3
snowstorm,25.3934923152,4.93156978565,2,2,4
geekliftus,25.3934923152,4.93156978565,2,2,4
reese,25.3801873125,4.60178319143,2,2,4
sinbad,25.3591758556,4.93210064829,2,2,4
stark,25.3538393317,4.58481178489,2,2,4
poptartplug,25.3389419353,4.94299476056,2,2,4
ringedge,25.3250764953,4.84878049501,2,2,4
salt,25.3053977954,4.96499721356,2,2,4
blueman,25.2983107659,4.9639791191,2,2,4
goosewithsocks,25.2807654815,3.54032697725,2,4,6
h2o,25.2659073664,4.86007916983,2,2,4
swiftbass,25.2622368269,4.89216411198,2,2,4
sonicfuzz,25.2544523575,2.75306035095,9,8,17
klms,25.2540556461,4.9265753216,2,2,4
wowzers,25.2437136137,4.68685155708,2,2,4
tauvalian,25.2420048651,4.89068256503,2,2,4
shake,25.2418007224,4.98310494103,2,2,4
yass2queen,25.2080105197,5.604375583,1,2,3
tootmoses,25.2030734801,4.8130042048,2,2,4
kaddy,25.1935464266,6.17369305993,1,1,2
z-rex,25.1815396759,5.67034682221,1,2,3
jazzy jinx,25.1773001046,4.69639147755,2,2,4
moist,25.1501241142,4.84335647834,2,2,4
kristoff,25.1455117651,2.75759706463,6,8,14
maniac379,25.1046882682,2.40182803519,7,11,18
dwreck,25.0918745664,5.05514075948,2,2,4
bacorn,25.0740560051,2.14204840057,10,13,23
antwon420,25.0471239458,5.46151851766,1,2,3
jinjo,25.0463802051,5.37824410789,1,2,3
lookalike,25.0417736066,3.61634173382,4,4,8
cuppajoe,25.0372556577,4.86363350069,2,2,4
apparition the ambassador,25.0314769692,2.26955788002,8,13,21
sun vulcan,25.0312276965,3.46893528603,4,4,8
mahie,25.0,8.33333333333,0,0,0
cortese187,24.9849240387,4.81497526303,2,2,4
clefairy as mew,24.9612859904,4.8678161245,2,2,4
mickeyrat,24.9542466833,6.26500222621,1,1,2
dezno,24.9542466833,6.26500222621,1,1,2
collin the conqueror,24.9470442643,5.04933891529,2,2,4
pizzajokes,24.9470442643,5.04933891529,2,2,4
smashg0d,24.9293768538,5.52604887667,1,2,3
j9d2,24.8696724162,4.36102899981,2,2,4
rawdog,24.8259463312,3.95170373352,3,3,6
soulbroker,24.8226272215,4.78694436349,1,2,3
dance!!,24.7985277364,4.94113111404,2,2,4
gaggleforce,24.7767455995,5.19088013974,1,2,3
the yid,24.7537783812,5.11572862009,2,2,4
chicken,24.7440031217,2.65249454176,6,8,14
gamer4life,24.7429166119,4.65903902943,2,2,4
ngwn,24.7381840918,5.68464339966,1,2,3
ham,24.7352040166,3.10244988377,4,8,12
zhu,24.6928586835,5.26457376368,1,2,3
cagt,24.6865292198,2.89328027076,6,7,13
natty,24.6844611071,4.42354381667,2,2,4
weedwack,24.677484977,4.7003546321,2,2,4
lldl,24.6408296169,4.92675042597,2,2,4
tetsu0,24.6262993259,5.03796166079,2,2,4
static,24.6008810179,4.43189122726,2,2,4
nalgas,24.6002124435,4.09147909928,3,3,6
fanboy,24.5551816752,5.75018982458,1,2,3
leaf fc,24.542814831,3.85644210104,3,4,7
savior,24.5299713381,4.87200900025,2,2,4
david barker,24.4854001285,5.67014521521,1,2,3
blue bear,24.4811564973,4.97400733677,2,2,4
satch,24.4802972817,5.0464574621,2,2,4
jlo,24.4788461412,4.23618089962,3,3,6
eggmcmuffin888,24.4738142841,3.62325416204,4,4,8
steamfriedasian,24.4582480014,5.06356359914,2,2,4
muse,24.4377744855,4.7722743941,2,2,4
nuggzy,24.4222477412,4.68422976186,2,2,4
-philip coast philip-,24.3792903153,5.45304440367,1,2,3
adrian,24.3747996475,5.02034202978,2,2,4
han,24.3188992937,4.70763422455,2,2,4
bhol,24.2886391258,3.58671066862,3,4,7
hunter,24.2734826416,5.05243995141,2,2,4
butcher of bakersfield,24.2663102043,3.32848426011,4,5,9
jungle,24.1987083155,4.80610199671,2,2,4
waldo,24.1753254558,4.11546555848,2,3,5
keagsbsmashin,24.1694684192,4.79629526784,2,2,4
hamburglar,24.1621836968,5.00571875091,2,2,4
little bill,24.1390956232,5.30308975414,1,2,3
luigikid,24.1305246277,4.81093358089,2,2,4
billbacon420,24.0950656947,5.69697364686,1,2,3
ravioli,24.0938144638,5.04758146343,2,2,4
mrpoo,24.0938144638,5.04758146343,2,2,4
ditto,24.0786213438,5.27696000247,2,2,4
nich,24.051848558,5.03396569322,2,2,4
probers,24.0361802424,4.66378750652,2,2,4
fingerblast,24.0343864031,3.93272588312,3,3,6
mr. biz,24.0325158375,5.05035439798,2,2,4
crazyk115,24.0236264376,4.58502916019,2,3,5
frostbyte,24.0165672509,4.0204087533,3,4,7
sombrero,23.9767635054,5.35145865679,1,2,3
kevine,23.9694806945,5.6177536079,1,2,3
frogman [charette],23.9629586064,5.62524597174,1,2,3
cormander,23.9554394409,3.05433065725,4,7,11
lalo,23.9039809957,3.83857275929,3,4,7
kriskringle,23.9024923491,4.44636620007,2,2,4
pokeiman_master,23.9007193478,5.35425456411,1,2,3
jaquarium,23.8986516109,5.19013016581,2,2,4
sebastian,23.8856405837,5.62456426791,1,2,3
monkey,23.8765868078,4.96830367908,1,2,3
hotsauce,23.8737731151,5.54242118765,1,2,3
rebel scum,23.8466970197,3.22433433283,4,5,9
reno,23.8454015557,4.61595500308,2,2,4
meatbeef,23.8256057919,5.31975166163,1,2,3
dankestdad,23.820599809,3.54709741439,4,4,8
weirdy man,23.8127976165,4.88885564151,2,2,4
pintoa,23.7734248099,3.69093235527,3,5,8
dad's musical erasers,23.7494567511,5.46738239721,1,2,3
prime,23.7090971855,2.53786486566,7,12,19
zenaga,23.6995468826,5.51041351297,1,2,3
superflopp,23.6896014171,4.83546634707,1,2,3
wal,23.680769945,5.78786521659,1,2,3
yolochi,23.657024612,5.73711003942,1,2,3
engdrew,23.5979535793,4.67138841348,2,2,4
howdy,23.5636260842,4.47538835513,2,4,6
izoo,23.5614870398,5.43011146819,1,2,3
derstuk,23.5584627999,3.52969414226,4,6,10
maps,23.5522973636,2.73301150374,4,8,12
jmabate,23.5505229459,5.13344476411,1,2,3
arctic,23.5412110525,5.42581543263,1,2,3
pika,23.514032207,5.44392416743,1,2,3
nuro,23.5080409927,4.05549467614,3,3,6
bottle opener guy,23.4846566936,3.25120731929,4,4,8
train_town,23.4594786392,5.11354068695,1,2,3
moze,23.4413102645,4.99645690482,1,2,3
cbones,23.4118466893,5.3741936705,1,2,3
qapples,23.3605205925,5.36146595569,1,2,3
bodacious,23.352876492,4.02601646314,3,4,7
ir,23.3499798037,5.33364103374,1,2,3
macintosh,23.3462813869,4.37003095453,2,3,5
daddy's milk,23.3241696007,3.58842991213,4,5,9
kzidek,23.2863119817,5.35136986949,1,2,3
ʙᴏᴅᴀᴄɪᴏᴜs,23.2860784575,3.40185277672,2,6,8
jollie,23.258045454,3.03800500549,5,7,12
lucky_hamburger,23.2186588384,5.26212209023,1,2,3
cane ut,23.2042071418,5.37452818268,1,2,3
ego,23.194541687,5.57174097001,1,2,3
qtip,23.1910720358,5.96847661703,1,1,2
evals,23.1715819438,5.29058144113,1,2,3
t-beau,23.1660560338,4.95090358518,2,2,4
sd master,23.1568977681,5.18137296625,1,2,3
ardent rage,23.1356590704,5.34723184218,1,2,3
vidya_james,23.1296702163,5.46105161925,1,2,3
prism,23.0866441296,5.74431129255,1,2,3
masquerade,23.0816744485,5.51639204116,1,2,3
hiv+,23.0811767002,5.2516046076,1,2,3
elitescoringguy,23.0731024925,3.6095111381,3,5,8
ocelot,23.0559251978,2.72289312685,4,10,14
gibbles,23.0411736695,4.98970481603,1,2,3
dankey kang,22.9493205465,5.52291040788,1,2,3
slartibartfast42,22.9398519011,4.0176712361,3,4,7
nigel_thornberry,22.9207264676,5.25914764718,1,2,3
xanz,22.9146545791,5.11949095127,1,2,3
icactusdog,22.9102706453,3.00585066996,4,9,13
the amazing busterino,22.8926262715,4.97058004014,2,2,4
brotherly,22.8902029286,5.2165176492,1,2,3
darv,22.861535888,4.48043634005,2,4,6
v-bomber,22.8346027366,3.94477700004,3,4,7
hayrow,22.8318553693,5.61483967654,1,2,3
big d [hamiel],22.780993209,5.20871385611,1,2,3
precookedbread,22.7806286309,5.29131673702,1,2,3
maaron,22.7767817276,5.26192937688,1,2,3
hsf,22.7763814393,5.27129329791,1,2,3
gera,22.7729761187,5.35735359026,1,2,3
miken,22.7558240765,7.19067244328,0,1,1
blahguy,22.7194533242,5.60201427516,1,2,3
boh,22.7186386742,5.2513492825,1,2,3
myninja,22.716912861,3.78145354127,2,4,6
blackf00t,22.7068181499,4.30540940999,2,4,6
nathansandwich,22.702000146,4.25202445926,3,4,7
paco [larkin],22.6970080719,5.51836530984,1,2,3
changed man,22.6867102224,5.67101579923,1,2,3
cooljoe,22.678172382,5.23651198789,1,2,3
squible,22.6739382715,3.55661216925,3,4,7
ondas,22.6395824631,3.52461393156,3,5,8
zibba,22.6173969986,5.39195617113,1,2,3
schlag,22.5495819272,5.64622353279,1,2,3
littlespoon,22.5284895543,5.43765883182,1,2,3
xiivi,22.5242568431,3.12246800082,5,7,12
dasit mane,22.5241618128,3.911435579,2,5,7
neat,22.5085770168,5.36543693664,1,2,3
damp,22.5027577978,4.26103820797,2,3,5
tmakk,22.4105238057,2.96678902576,5,8,13
robnu,22.4009518598,4.4100118432,2,4,6
banana fiend,22.3948581374,4.97305946234,1,2,3
brown_omega253,22.3842982122,5.39207071382,1,2,3
midgetto,22.3513493277,3.91913215456,3,4,7
mourin,22.3362774999,5.52092281217,1,2,3
chiefreaper,22.3061587368,5.36519924366,1,2,3
yakal,22.2950630033,5.45881954507,1,2,3
walkrofsky,22.2930693144,3.67242153145,2,4,6
shasta,22.1955803154,5.07941061826,1,2,3
capsui,22.1598170777,5.53610295583,1,2,3
stew,22.1192791117,3.31857526628,4,5,9
chai,22.0960315305,7.05717399737,0,1,1
firefly,22.0832446758,5.52720444839,1,2,3
tubby!,22.078831617,5.43540934229,1,2,3
flare,22.0738376453,5.55336859451,1,2,3
boogie!,22.0644004413,3.55121002389,3,5,8
sadu,22.0372260241,5.605089892,1,2,3
slappymcnutz,22.0212456783,5.23959901797,1,2,3
r.o.m.,22.0128787597,5.554682334,1,2,3
castaway,21.9996617541,5.60670948865,1,2,3
mortech,21.922362205,3.33112523921,4,7,11
malkasaur,21.8970233354,7.00839318003,0,1,1
zad,21.881379889,3.36556512154,3,7,10
blisstex,21.8564964912,4.34727989693,2,4,6
scruffy mcwonder crumpet,21.8020421301,5.33797958755,1,2,3
spt,21.7950653918,5.49713248136,1,2,3
khakis,21.7912271073,4.2764290609,2,4,6
mulkster,21.7904849304,5.33558898091,1,2,3
leet,21.7148400594,5.54373941676,1,2,3
trevman,21.7053445722,5.17764394141,1,2,3
burnt out ninja,21.6867950646,5.49425252058,1,2,3
fawnco,21.6867950646,5.49425252058,1,2,3
birdlordmasterbeak,21.6798795071,5.44449392237,1,2,3
k,21.6686004382,5.29479350461,1,2,3
jaws,21.6312919782,5.16118628807,1,2,3
mr_sharpie93,21.6248305885,5.33734769425,1,2,3
evab,21.5855008588,5.46498187956,1,2,3
cardoso,21.5660778322,5.4610452728,1,2,3
maestro,21.5424663615,5.48103394783,1,2,3
anathema,21.5047657545,5.52858492613,1,2,3
jirachinick,21.5047657545,5.52858492613,1,2,3
