player,mu,sigma,wins,losses,sets
alamo,23.3489672022,5.1575888382,1,2,3
zane_gillgreen,23.3483149853,4.04426017266,3,4,7
land28h,23.3476475277,4.63298944288,2,2,4
bio,23.3434778459,5.10730581404,1,2,3
dis,23.335129747,5.30388869189,1,2,3
carpet,23.3350045478,5.27966107695,1,2,3
butt aldrin,23.3336284412,5.65373894428,1,2,3
di leva,23.3335622413,4.89120004423,2,3,5
luu,23.3333473301,5.0538975788,1,2,3
supercres,23.3331746206,7.38222897856,0,1,1
fyore,23.3268505435,5.74487353941,1,2,3
banjo,23.3267799349,3.256647741,3,6,9
#pppp9lr8,23.3246821092,4.80662528907,1,4,5
burnt wood,23.3229629367,5.08175545807,1,2,3
buddy,23.322512908,5.73123076874,1,2,3
legend of lando,23.3210381522,5.46211887691,1,2,3
raz,23.3174481383,5.34204425378,1,2,3
generalred,23.3152813668,5.63579095168,1,2,3
t-rekt,23.3149934723,5.49779830819,1,2,3
u01,23.3147915632,5.46499608314,1,2,3
steps,23.3146156448,3.85488907726,3,4,7
brotherly,23.3128204625,5.31926558231,1,2,3
stunner,23.3110333329,5.05381806146,1,2,3
meowmix,23.3096843011,5.64895564759,1,2,3
popkey,23.3077933303,5.0937257994,1,2,3
detrumi,23.3027136793,3.53614780145,4,6,10
ctn,23.298420729,5.63747909221,1,2,3
starcutter,23.29711001,5.13679537485,1,2,3
septagons,23.2958408899,5.93172036389,1,2,3
jack,23.2943672522,2.75259012162,6,9,15
chicago ben,23.2933943906,4.18026868223,3,4,7
danny doritos,23.2930397658,4.7029826917,2,2,4
low expectations,23.2911745304,4.35325572725,2,3,5
novahblazahzx,23.2894532451,5.43060530114,1,2,3
zebkeet,23.2892303392,5.41512049633,1,2,3
scudss,23.2885730817,5.41451056002,1,2,3
3flip,23.2880385027,5.38528678466,1,2,3
gbaby6,23.2807524285,5.30763362581,1,2,3
qualp,23.2776955825,7.5055540715,0,1,1
musichael,23.2719438037,5.15569030533,1,2,3
link2213,23.2703284592,3.01915907487,5,8,13
liberz,23.2701643992,4.17883009177,2,4,6
champloo,23.2690876264,3.92149088006,2,4,6
smackiavelli,23.2669357495,5.39971863376,1,2,3
zopher,23.2666061448,5.29011911802,1,2,3
brontë,23.2666061448,5.29011911802,1,2,3
mimorox,23.2666061448,5.29011911802,1,2,3
bdn,23.2666061448,5.29011911802,1,2,3
dair,23.2647550865,4.83541435573,2,2,4
captwheatroll,23.2637540457,5.41556908453,1,2,3
mr. thunder,23.2621294099,5.31169878632,1,2,3
kushmaster,23.2583840873,5.35070751242,1,2,3
doc brown,23.2582632452,3.59999617818,3,6,9
spoo,23.2558337597,3.88929337551,3,4,7
utters,23.2556342122,5.64415159041,1,2,3
jebailey,23.2547495648,5.13236530307,1,2,3
cfoy,23.2501446189,4.65735964207,1,4,5
poopydungman,23.2489167722,3.95290171631,2,3,5
80-d,23.2465482445,4.95992667077,2,2,4
sorrus,23.2455115657,5.4496591775,1,2,3
fang,23.2437083952,4.21979181092,2,4,6
captain casual,23.2424516193,4.1858200423,2,4,6
cowbell,23.2401574338,4.74209582773,2,2,4
lealmobile,23.2363396478,4.83104006585,2,2,4
mattdemers,23.2341064323,5.39275669312,1,2,3
northballz,23.231924146,5.37441891992,1,2,3
broshadian,23.2257868918,4.32249370455,2,4,6
invis,23.2255648206,4.90356572266,2,2,4
unkn0wnkami,23.2232364774,4.92244800326,1,2,3
flarebear,23.2166165452,5.0289218169,1,2,3
sonnen,23.2160750263,5.28456118682,1,2,3
gucci,23.2159463352,5.5144596192,1,2,3
taiki,23.2159440756,4.1313079596,3,4,7
flux,23.2143438461,2.37870376656,7,13,20
ashy larry,23.2101875237,5.22402850443,1,2,3
sworddancer,23.2037650477,5.37581407204,1,2,3
zimmer,23.2034958664,5.42763586218,1,2,3
ghost,23.1985150321,3.02319174192,5,8,13
wangz,23.1977280461,5.29516925981,1,2,3
lady c,23.1977280461,5.29516925981,1,2,3
redpilledangel,23.1977280461,5.29516925981,1,2,3
kickitsmooth,23.1977280461,5.29516925981,1,2,3
sityec,23.192353981,4.49222418259,2,4,6
todd,23.190996121,7.37102052843,0,1,1
murkywaters,23.1903142641,3.79496939408,4,4,8
pbrake,23.1882632231,5.33958093229,1,2,3
d_lidz,23.187507782,5.40481913706,1,2,3
rh0mbus,23.1871738954,3.88072173377,3,4,7
oddish,23.1848654863,5.41056705062,1,2,3
lost,23.1804669528,5.57793917198,1,2,3
pancho,23.1754879367,3.92038501773,3,4,7
the wash,23.1748025926,5.5491978332,1,2,3
datmawson,23.173494294,7.44808533767,0,1,1
kushwaii,23.170959118,5.16028259635,1,2,3
212 degrees,23.1695232882,5.491146668,1,2,3
rickdb3,23.1691456142,5.2829949038,1,2,3
fastnezy,23.1665618126,4.15717371311,2,4,6
crust,23.1659618456,5.59001875229,1,2,3
fakes,23.1618894094,5.36454201274,1,2,3
quasi,23.161457717,3.49641741113,3,7,10
zychotic,23.1598202954,5.47639394309,1,2,3
gamma,23.1597039164,5.59556014448,1,2,3
coma,23.15589612,5.32825025588,1,2,3
arbitrarychief,23.15589612,5.32825025588,1,2,3
gillionayre,23.1523246766,5.69249727903,1,2,3
invader slim,23.1515820741,3.20100576949,6,5,11
drunkunicron,23.1485244088,4.39548141367,2,4,6
annii,23.1463716261,5.34042218161,1,2,3
kodak,23.1460696669,5.37712482471,1,2,3
johnnycamine,23.1441334407,5.53331093495,1,2,3
bajur,23.1377412112,5.40320723528,1,2,3
adpextwindong,23.1376569233,4.13233454221,2,4,6
therm,23.1365834572,5.53181229105,1,2,3
becx,23.1277737586,5.33456481551,1,2,3
khornestalk,23.1277737586,5.33456481551,1,2,3
kered13,23.1277737586,5.33456481551,1,2,3
ludicity,23.1277737586,5.33456481551,1,2,3
boveda,23.1256645108,4.06503045975,3,4,7
1bm,23.1237759566,4.81873951915,2,2,4
imperatorchris,23.1122439015,4.71014179197,2,2,4
tea,23.1072126992,4.05999038049,2,3,5
xter7856,23.1014018909,5.49372558702,1,2,3
doepp,23.1000537539,4.07110127655,3,2,5
ham,23.0980892683,2.28370647156,9,14,23
surf,23.0978114849,5.60098284192,1,2,3
kid anarkist,23.0973275883,5.54503148164,1,2,3
mel'kaven,23.0972619574,5.36684295972,1,2,3
stels,23.0948007586,4.80595844198,2,3,5
sunnyknight,23.0919797817,5.50774056819,1,2,3
fern,23.0914232404,2.92817695342,4,8,12
homie,23.0899498106,5.56216081538,1,2,3
gongong,23.0871673744,2.79288649929,7,10,17
youngjiddle,23.0733974016,5.14052495856,1,2,3
prioritized,23.0714273432,4.68769130609,2,2,4
cazqu33n,23.0665650823,4.40645418896,2,4,6
klagsy,23.0644619798,4.66413699727,2,2,4
sadfish,23.0635630828,5.17090567332,1,2,3
big ben,23.0630923798,4.14564767708,3,4,7
corgisploot,23.0613258935,5.67844004099,1,2,3
bp,23.0579462663,2.51783062753,6,13,19
y.n.c.,23.0554159253,4.13222148246,3,4,7
zenro,23.054256676,2.75590417126,4,9,13
doghaus,23.0536081734,5.27182071686,1,2,3
rich,23.0532924117,2.30046604526,9,13,22
delarock,23.0525962916,3.74318384244,3,6,9
aspro,23.0516326869,4.96009204352,1,2,3
rottenyogurt,23.0486525042,4.80075521001,2,2,4
sd_justin,23.0418161934,5.17043582649,1,2,3
destinite,23.0410963648,5.62751546646,1,2,3
osubrandon,23.0389250335,5.46557343641,1,2,3
kebin,23.0378105785,5.19305972441,1,2,3
ero,23.0378037468,5.5143162238,1,2,3
mike4real,23.0370020371,4.76728476805,2,2,4
landry!,23.0344981119,3.77267892754,2,6,8
liverman103,23.0334869808,5.35233276415,1,2,3
dono42,23.0260705944,5.05161249028,2,2,4
bootstrings,23.0245746276,5.37763667864,1,2,3
saint shaden,23.0183602361,5.48201270604,1,2,3
forte,23.0175783788,3.56307472817,3,6,9
amishcatfish,23.0145959807,4.60640934542,2,3,5
wishengrad,23.0123922606,5.03273013142,1,2,3
dr. phil,23.0120115935,5.63677907997,1,2,3
thunda,22.9934011243,5.58016805474,1,2,3
okay,22.9933918763,3.91240900396,2,4,6
lax,22.9905048027,4.32857267429,2,4,6
ccoftw,22.9903201717,3.9790477455,3,4,7
frobey,22.9871879076,2.79931536656,6,10,16
frozenspade,22.9870728298,4.1966245949,2,4,6
dtwizzledante,22.9852161496,4.56329219473,2,2,4
gemigumi,22.9837848055,3.55607959215,3,6,9
loke,22.9833738868,4.39082319271,2,4,6
nahr,22.9832449718,5.2708599033,1,2,3
main,22.9775037538,5.17885661462,1,2,3
spicythug,22.9751688674,4.0472033453,3,4,7
yoloyoshi,22.9750717809,5.77781648687,1,2,3
cheesy,22.9719360768,2.62002736357,5,10,15
cravate,22.9682346198,5.32651571242,1,2,3
toby,22.9638903269,5.62673679002,1,2,3
knoll,22.9549362408,5.43405865797,1,2,3
stayqrispy,22.9525628415,5.28905383926,1,2,3
ouro,22.9466559321,5.31222591503,1,2,3
hollow,22.9452538891,5.05551615224,1,2,3
6 lasers,22.9442067745,5.24105403713,1,2,3
airfire,22.9436098339,5.50875424131,1,2,3
shockjock,22.9415185333,5.18170303428,1,2,3
indecisive,22.9397981343,4.93624643046,1,4,5
amoroy,22.9374829276,5.5718875463,1,2,3
lyric,22.9304122219,2.49194185612,8,12,20
wombat,22.9251592719,3.21110037662,5,6,11
jack frost,22.9226716731,5.54958428142,1,2,3
bbbd,22.9206268019,5.2397303975,1,2,3
treechen,22.9197390926,3.5851563501,3,5,8
mysteryfish,22.9196869157,2.75365005258,7,8,15
l81,22.9117273798,5.3723882304,1,2,3
m0nd0,22.9115486203,5.81976544031,1,2,3
dankiel,22.9108340924,5.37546081185,1,2,3
spamus,22.9098490374,4.10703901189,3,4,7
the postal tilt,22.9069282277,5.64589655485,1,2,3
rewind,22.8985142876,3.1435278764,4,8,12
soulster,22.8974643251,4.44708547915,2,4,6
crossfire,22.8915769948,5.45739885756,1,2,3
kfc manager,22.889568183,5.21608428181,1,2,3
grape jelly,22.8853319203,5.18632299228,1,2,3
bandito,22.8840559786,5.19050701735,1,3,4
$pud,22.8833373499,3.39803159983,4,6,10
zeria,22.8821508069,5.43292829467,1,2,3
horato,22.8815305169,5.45284616224,1,2,3
nabi,22.8777738932,5.53366073625,1,2,3
coni,22.8733758613,4.11769001752,2,3,5
oak,22.8681056029,3.21244483171,5,8,13
prodigy,22.8680925464,4.9941015133,1,2,3
vent,22.8677735183,5.19222553096,1,2,3
n1caps,22.8663077525,5.68259200887,1,2,3
tyleor,22.8661363288,5.46516162851,1,2,3
kdep,22.8638759937,5.50915368109,1,2,3
thekillerdude,22.8629630962,5.60060908426,1,2,3
damen,22.8624472185,5.3275284949,1,2,3
bb0p,22.8600191607,4.94513350155,2,2,4
megamega,22.8570834672,5.48062305573,1,2,3
mean as custard,22.8521253873,5.29131218742,1,2,3
woogieboogie,22.8479281543,3.12625766874,5,9,14
guacho,22.8471394627,3.75756709418,3,4,7
wepeel,22.8469599115,2.94572780183,5,8,13
word,22.8456494945,3.90559991024,3,4,7
henry,22.8429000926,4.65327602602,2,2,4
tp_fosho,22.841320024,5.55758561878,1,2,3
penance,22.8406690227,5.33101971058,1,2,3
brokenlawngnome,22.8400518613,5.36152600272,1,2,3
borz,22.8380310455,3.15604767543,5,6,11
boyne,22.8319650911,5.5877586277,1,2,3
645development,22.8281489591,3.87022593492,3,4,7
leyzarz,22.8200527076,4.84455767089,2,2,4
kw/ak,22.8196447727,5.30674932739,1,2,3
grasshoppa,22.8178397314,3.67628734194,4,5,9
flwns,22.8159163906,3.77589929898,3,6,9
mattatari,22.8152712627,4.05845597782,3,4,7
dueceswild21,22.8116010877,4.00417356383,3,4,7
junpei,22.8101869746,4.96331337308,2,2,4
pokenutz,22.8068390814,5.61629312871,1,2,3
highwalker,22.8066456489,5.46941477306,1,2,3
icecream,22.8056979502,5.10801197276,1,2,3
syrup,22.805334558,5.47633376214,1,2,3
big tone,22.8049347127,4.62327552752,2,3,5
twinkletoes,22.7999332859,5.00151177171,2,2,4
whiskeytits,22.7985646974,7.38285927407,0,1,1
drama-sama,22.7979632217,5.34189853392,1,2,3
teardispenser,22.7960438117,5.44898145114,1,2,3
gallegos,22.7936721498,4.81471291384,1,2,3
res,22.7920448164,4.53201101607,1,2,3
medical chicken,22.7911824108,5.29182875059,1,2,3
the_g3nt,22.7908802161,5.46170868411,1,2,3
ytyg echo,22.7902010842,5.44691536624,1,2,3
bananime,22.789654066,5.33776779277,1,2,3
caleb,22.7869632919,3.29065620774,3,6,9
cardoso,22.7849724005,5.33026447952,1,2,3
rhythm,22.7790961672,5.5138446188,1,2,3
onin,22.7786054744,5.64643166372,1,2,3
opiatre,22.7712390577,5.37130691196,1,2,3
djsnowcone,22.7692310669,5.62687495459,1,2,3
tianten,22.7677145148,5.44029803512,1,2,3
hodor,22.7664826525,5.62790872993,1,2,3
koggy,22.7624537813,5.29931337393,1,2,3
double a battery,22.762025812,3.56297475438,2,6,8
lanz,22.7588661042,5.4218225548,1,2,3
king armando,22.7565911747,5.00443067245,1,4,5
r0x,22.7565019243,4.50703633196,1,4,5
prohybrid,22.7524097354,5.49118617289,1,2,3
cube,22.7508305005,3.74193220904,3,6,9
cogzilla,22.750508206,5.31220961063,1,2,3
well dressed jem,22.7484422033,5.14367511844,1,2,3
trepp,22.7448758252,4.91028810198,2,2,4
kujo~,22.7420809558,4.97726570966,1,2,3
hei,22.740592451,4.64840561209,2,3,5
illegalalien,22.739163561,3.44605814984,5,5,10
dømø,22.7338405517,5.74168974131,1,2,3
ironchef,22.7314958216,5.46487398047,1,2,3
exo,22.7302840534,5.5518764481,1,2,3
sto0fo0,22.7285192455,5.49808873073,1,2,3
disafter,22.7267535906,5.5982417442,1,2,3
gnasher-,22.7187695644,5.03974116688,1,2,3
artron,22.7161401038,5.5111231799,1,2,3
dr.g,22.7145908437,5.42027142284,1,2,3
hufsa,22.7129425395,4.60563031285,2,4,6
king cobra,22.7121978424,5.3786247923,1,2,3
trak,22.7112741523,4.95898367551,2,3,5
gojv,22.7110073948,4.39835629373,2,4,6
g1j,22.7091730953,5.53292766555,1,2,3
havoc,22.7076018799,5.09875745312,1,2,3
gingerjesus,22.7058581928,4.35424474529,1,4,5
herbmaster%,22.7048951847,5.30620675312,1,2,3
rabittz,22.7044638357,5.56232518744,1,2,3
raze,22.7037313277,5.70976974308,1,2,3
silent e,22.7020509808,4.74462179253,2,2,4
remix,22.6984721402,2.70101132966,5,11,16
dirty dan,22.6977103312,4.33281781832,2,4,6
uncle carbuncle,22.6939110277,4.82257968024,2,3,5
kidwiththeface,22.6938549853,5.46137516501,1,2,3
chrono,22.6927495619,5.54725487811,1,2,3
bluj,22.687215332,5.49460127979,1,2,3
mrweclaw8,22.686911286,5.26845246838,1,2,3
papa no johns,22.6843669388,4.67059013623,2,4,6
tengil,22.6810281136,4.61294317044,2,3,5
wu2king,22.6798638482,5.50448911227,1,2,3
uncleph1l,22.6778148237,5.43717689715,1,2,3
tblow,22.6776529621,5.27791965357,1,2,3
ranger,22.6730075435,5.53496474968,1,2,3
mushroomcap,22.6698686269,5.61081517036,1,2,3
fakesnakejake,22.6682147927,4.43539234678,2,4,6
scooch,22.6654635052,5.46141430112,1,2,3
rico,22.6629123462,3.27433528582,4,7,11
bricktop,22.6621851442,7.02260418836,0,2,2
kazzini,22.6607636759,5.4938289693,1,2,3
jarido,22.6594067706,5.57805258176,1,2,3
chicken pizza,22.6562900674,4.45678298822,2,2,4
brizola,22.6555802958,5.27154583022,1,2,3
bi,22.6537063891,2.59449028484,5,10,15
nelsquik,22.6496743754,3.90956691031,3,4,7
generic,22.6478289,2.07120880529,11,21,32
oni,22.6454940527,4.71134489321,2,3,5
cross~up,22.6454940527,4.71134489321,2,3,5
joooop,22.6434913064,3.84921644583,3,4,7
beigemush,22.6409050992,3.83509928005,3,4,7
whatarethose,22.6407395029,5.00951408508,2,2,4
bcrypt,22.6347178939,5.6123500672,1,2,3
trasech,22.6327608793,5.57461417469,1,2,3
grandma dan,22.630680953,4.0214923666,2,4,6
seb,22.630641313,5.38878656672,1,2,3
robotnick,22.6303939718,5.38674437076,1,2,3
puppy,22.6269103277,5.3157588196,1,2,3
crispy t.,22.6266051418,5.22842908799,1,2,3
stripes,22.6190132507,5.12433061827,1,3,4
solid dong,22.616981321,5.4845347446,1,2,3
cel,22.6072269463,4.65842719748,1,3,4
objection,22.6058624711,5.58486567763,1,2,3
fnm,22.6057773416,5.17253483131,1,2,3
sweaters,22.598787315,5.20332289702,1,2,3
lildoozie,22.5911429321,3.61798456553,3,4,7
basilikus,22.5877833335,5.34089351655,1,2,3
essjay,22.5857079583,4.69197115401,2,2,4
mambo,22.5822034305,5.38165214933,1,2,3
fries,22.5814256976,4.24364375514,2,3,5
legoman,22.5734955561,5.45045837715,1,2,3
funk,22.5708837933,5.54525921557,1,2,3
judas,22.5695952541,5.24962933935,1,2,3
franknbean,22.5678163142,5.45082823492,1,2,3
osh,22.5653245786,4.83348685594,2,2,4
akbiggs,22.5617456099,5.56506240301,1,2,3
julio98,22.5571025385,5.52497653221,1,2,3
bryciepoo,22.5507923386,3.83917327448,3,4,7
therealjdawgz,22.5469747465,5.55593372952,1,2,3
gothoesinareacodes,22.5452085124,4.07201685279,2,4,6
notkris,22.5448695457,5.57461578132,1,2,3
savior,22.5445596125,3.05923627483,4,7,11
captaindirtybird,22.5433760952,5.61171953212,1,2,3
wallstreet,22.5427537351,5.31964600889,1,2,3
dogface,22.5425814435,5.54822154946,1,2,3
cavelemon,22.5415677444,5.23276945167,1,2,3
voa,22.5397155209,5.44649528993,1,2,3
oppai,22.5388666676,5.07133645283,1,2,3
jakemchale,22.5386845549,5.55732456018,1,2,3
gscar,22.5343540992,5.10809992032,1,2,3
seandabomb,22.5341011892,5.47923389869,1,2,3
pre,22.5329261981,5.43187505975,1,2,3
bad,22.5278020537,5.70326926928,1,2,3
xhinthink,22.5226145083,4.87073608057,1,4,5
dj_not_nice,22.5223301847,5.45929965189,1,2,3
dino,22.5197109494,4.66007356216,2,3,5
avester,22.5177379078,5.54694308364,1,2,3
squidman808,22.5172458739,3.87827624406,1,4,5
ung jedi,22.5106772529,4.18005449655,2,4,6
aysel,22.5057031133,4.695265401,2,2,4
garm,22.5033136926,5.41256653185,1,2,3
raxcity,22.502667867,4.06971260841,2,4,6
kiddo,22.4993294643,5.51192032204,1,2,3
railz,22.4933998782,3.46333313036,4,6,10
scav,22.4924604495,3.48022479399,3,6,9
merlin,22.4835267575,4.59242542373,2,3,5
salvadoc,22.4835034086,3.51989671985,4,5,9
caivs,22.4828754238,4.48681024963,2,4,6
shekler,22.4797562674,5.50007283965,1,2,3
aully,22.4777234694,5.47877268107,1,2,3
mcdonl,22.4777234694,5.47877268107,1,2,3
busy p,22.4777234694,5.47877268107,1,2,3
proc,22.4776996726,3.54536499191,4,7,11
kamikazefuneral,22.4745111724,5.49547536577,1,2,3
yogothewizard,22.4691514326,5.24048868857,1,2,3
ferwat,22.4675286006,4.94943755436,1,2,3
hyperslurpie,22.4662214808,5.41731168126,1,2,3
bladeless,22.4635838941,4.16418972459,2,4,6
thyrfa,22.4627409242,5.53472051393,1,2,3
jaw,22.462355864,5.4737874114,1,2,3
vintage,22.4605062314,5.3146238307,1,2,3
skrull,22.4596135385,3.94868301241,2,4,6
agora,22.4569420218,4.95846759473,2,2,4
awesomebee,22.4534059331,4.7183832889,2,4,6
cmyk,22.4431600079,5.77340790079,1,2,3
shake,22.4383692367,6.0197320913,1,1,2
mac,22.4376821232,5.43917759855,1,2,3
ralphanese,22.4355383442,5.63837769406,1,2,3
higglypuff,22.4348022855,5.54638461884,1,2,3
cosmit,22.4348022855,5.54638461884,1,2,3
sir,22.4348022855,5.54638461884,1,2,3
lvl 20 magikarp,22.4348022855,5.54638461884,1,2,3
binxxx,22.4325940937,5.65830172706,1,2,3
milo,22.4321977995,2.75720548161,6,10,16
schvein,22.4287462859,4.52723143923,2,4,6
ultraman,22.4225633526,4.33204367254,2,4,6
obsidian,22.4167610443,3.37535362808,4,6,10
abszol,22.4161512929,5.19465596656,1,2,3
frozenpizza,22.4142395005,4.18695171797,2,4,6
putpasswordhere,22.4119806199,4.01527035914,3,4,7
regi$ philbin,22.4092133907,7.09826393497,0,1,1
dxpsych,22.407662035,5.30636834743,1,2,3
acx$,22.40656951,4.78298015974,2,2,4
smurph,22.4057941074,5.4660288542,1,2,3
m7,22.4056224389,5.56001733199,1,2,3
bricklee,22.4007186721,5.37926145625,1,2,3
tobbeh99,22.400617521,4.86606477616,2,3,5
poli,22.400617521,4.86606477616,2,3,5
iamlazee,22.3957947106,4.99641558932,2,2,4
xanthus,22.3953366789,5.24714000668,1,2,3
hi,22.394233139,4.0544329349,2,4,6
guerrilla,22.3941363048,4.16082312573,2,4,6
concosta,22.3937353501,5.25641751648,1,2,3
sethlord,22.3935970047,5.24336631,1,2,3
portals,22.3889856223,3.47823525129,4,7,11
nik,22.3887154097,5.27455175504,1,2,3
soymilk,22.387640794,5.5975042456,1,2,3
flaf,22.3826723268,5.11480505922,1,2,3
brosef stylin,22.3798507212,3.73726582506,3,4,7
pseudo seras,22.3785494632,4.30926848001,2,4,6
branflakes,22.3767629646,4.40675357798,2,4,6
halogen,22.3756530396,4.44872874815,2,3,5
juniro,22.370572229,5.40753999525,1,2,3
stdemon,22.3672593788,5.15579649754,1,2,3
captn mason,22.3656394501,3.93434371056,2,4,6
chililtf,22.3652302657,5.17173833797,1,2,3
bigjoe,22.3622396894,5.06775415531,1,2,3
showtime,22.3589679595,2.46234762803,4,11,15
jackzilla,22.3571368196,2.72109773482,7,10,17
snake mistakes,22.3568946606,5.45436058519,1,2,3
bebopbeepboop,22.3533367091,7.16156636113,0,1,1
redrum,22.3471585886,2.88874974574,4,8,12
lucky_hamburger,22.3418384892,5.72549549374,1,2,3
wiggles,22.3417457102,5.42742341717,1,2,3
root,22.341513284,5.53378848395,1,2,3
darelis,22.3408169193,5.52998160864,1,2,3
hobbz,22.3408169193,5.52998160864,1,2,3
squeegee,22.3402640476,5.6833999326,1,2,3
mao,22.3392517902,5.48827027406,1,2,3
pilzlotta,22.3349475636,5.33875277632,1,2,3
buckskinbay,22.3346817996,4.88555182752,1,2,3
bcn,22.3344408534,2.97099649559,4,8,12
aoe,22.3289786698,5.55231832694,1,2,3
keams,22.3286209033,5.36716338262,1,2,3
doby,22.3248876266,3.55365314386,3,6,9
seto,22.3248773289,4.0555520112,2,3,5
king harkinian,22.3211443649,4.22427736097,2,4,6
ellipsis,22.3204378117,4.87128529546,1,2,3
yinja,22.3171818619,5.3494101095,1,2,3
ccubed,22.3164477309,5.34538423764,1,2,3
zebra,22.3091946275,4.26419459472,2,4,6
dr. rainbow bear,22.3083398771,5.33714447856,1,2,3
diamond,22.3065494978,5.59653053801,1,2,3
naythin,22.3033940814,5.58551221072,1,2,3
umi,22.2950630033,5.45881954507,1,2,3
scrapg,22.2950630033,5.45881954507,1,2,3
karn1vore,22.2950630033,5.45881954507,1,2,3
burnaby,22.2950630033,5.45881954507,1,2,3
yansnow,22.2950630033,5.45881954507,1,2,3
caden,22.2950630033,5.45881954507,1,2,3
locksmith,22.2950630033,5.45881954507,1,2,3
keagsbsmashin,22.2950630033,5.45881954507,1,2,3
link,22.2950630033,5.45881954507,1,2,3
moniker,22.2950630033,5.45881954507,1,2,3
rodan,22.2895787418,4.52792689213,2,2,4
modestmajor,22.2886415983,4.44975015179,2,3,5
pvtches,22.2865483766,5.18050043837,1,2,3
abc,22.2848288187,5.69098756388,1,2,3
halfrican,22.2798467582,5.36655435588,1,2,3
lemon zest,22.2762761309,4.90061297854,1,2,3
misfit,22.2732682392,5.47417198066,1,2,3
exoty,22.2730730102,5.44788652947,1,2,3
mercify,22.2707807785,7.03470520775,0,1,1
pope,22.26985024,5.6759517748,1,2,3
ljm,22.2673827604,3.11855378335,3,7,10
hoxton,22.2663972096,5.59773353609,1,2,3
kit,22.2643740147,5.67423125035,1,2,3
krell,22.262360458,5.31460057317,1,2,3
middleman,22.2620158918,5.05292714696,1,2,3
yandi,22.2605412499,7.00206163896,0,1,1
magictree,22.2572615808,2.78006535349,4,9,13
imcv,22.2566178641,5.30372119453,1,2,3
hayd,22.2545472281,5.67131127102,1,2,3
jmlee337,22.2490063762,3.89970539074,3,4,7
t0nka,22.2419556519,5.23989115711,1,2,3
matge,22.2407952811,4.71650032475,2,3,5
gorull,22.2407952811,4.71650032475,2,3,5
spikeuvm,22.2384782847,4.20436386205,2,4,6
bez,22.2361612025,2.67465126236,7,13,20
ash,22.2287553593,4.50438637045,2,4,6
forriggs,22.2190398057,4.75397283157,2,2,4
blizard,22.2184340818,5.01927377573,1,2,3
lojo,22.2166069662,5.68181938318,1,2,3
brassypolecat,22.2156764345,5.50960777756,1,2,3
squidoo,22.2147312857,5.42057434187,1,2,3
basedontruestory,22.2135881203,3.87634909706,2,4,6
jewellery,22.2115568811,5.45095335475,1,2,3
macdslover,22.2099802656,5.20396874648,1,2,3
threejaayz,22.2098189909,5.36435491154,1,2,3
gonzales,22.203505065,5.06614312362,1,2,3
gzlrgzlr,22.2015634503,5.65584116251,1,2,3
stealthypanda,22.1961450171,4.82155808836,2,4,6
maas,22.194357079,5.10850288395,1,2,3
whistle boi,22.1941211272,4.98162788107,1,2,3
crypto,22.1936430205,4.43272391285,2,3,5
datnero,22.1871030451,4.1301093775,2,4,6
akared,22.1843433596,4.35735178524,2,4,6
sickboy supreme,22.1831146696,5.28667450858,1,2,3
bayanati,22.1824836408,5.12446842351,1,2,3
milkwaffles,22.1824801847,5.52053346355,1,2,3
lukatic,22.1806633776,4.6853506841,2,4,6
paisa,22.1792135971,5.31023881982,1,2,3
w8asec,22.1751791967,4.55546616067,2,2,4
dan sam,22.1713918103,5.36618172578,1,2,3
hawkins,22.1695302799,5.46848119908,1,2,3
iffy,22.1684531537,4.06539409652,3,4,7
arkada,22.1673214779,5.5699132045,1,2,3
pickl,22.1662324464,5.64621605293,1,2,3
bibbs,22.1659291589,4.75282343061,1,2,3
kellz,22.1656123078,3.8784134365,3,4,7
odin,22.1650148232,5.42754032521,1,2,3
abobo,22.164200879,5.34205777201,1,2,3
mapletoothpick,22.1636249338,5.45975783105,1,2,3
bigvic340,22.160011742,5.49450789997,1,2,3
jiffy,22.159376956,5.60268535256,1,2,3
fiercewolf,22.1589424724,5.46698235914,1,2,3
f-ric,22.1537174934,5.64294330587,1,2,3
reece637,22.146136368,5.73830715612,1,2,3
master sergeon,22.1399326404,5.26468134428,1,2,3
chucknasty,22.1340127122,5.56853141105,1,2,3
perma,22.1335545706,5.16512331689,1,2,3
ghoti,22.131900247,5.52392652861,1,2,3
undefined,22.1314002853,4.78352491852,1,2,3
magicwan,22.1304769456,5.63705602618,1,2,3
tru,22.1294770028,4.66851526009,2,4,6
bwunt,22.1268460383,5.40967427819,1,2,3
melvin,22.1227244023,5.55058191296,1,2,3
magnet,22.1193843664,4.04674524684,2,4,6
rottenboyz,22.1183802698,5.51856262823,1,2,3
vorde,22.115791164,5.63349771434,1,2,3
zo9ine,22.1107224673,2.96777164607,4,6,10
ce,22.106049926,4.3652907624,2,3,5
george washington,22.1053427497,4.58348712009,2,2,4
attacking zack,22.1035657377,5.49564261514,1,2,3
kipz,22.1019031895,5.38150496117,1,2,3
hhhhhhhhhhhhhhh,22.0996662244,4.43190644308,2,4,6
brett,22.0967410173,5.36343720996,1,2,3
ted greene,22.0961068317,5.26647999432,1,2,3
renegade!,22.0941217786,5.61844692688,1,2,3
swankeaboo,22.0939408466,5.42691849039,1,2,3
applefrorm,22.0938551959,5.26526965856,1,2,3
marri,22.0924684353,5.62708448163,1,2,3
jad,22.0922298511,5.48359999044,1,2,3
