player,rating,rd,sets,wins,losses,num_tourneys
justin,1601.80745077,164.03773962,8,5,3,1
dilla,1601.80745077,164.03773962,8,5,3,1
oli,1601.80745077,164.03773962,8,5,3,1
mogwai,1601.80745077,164.03773962,8,5,3,1
kevbot,1601.80745077,164.03773962,11,6,5,2
yingling,1601.80745077,164.03773962,8,5,3,1
soju,1601.80745077,164.03773962,8,5,3,1
samate,1601.80745077,164.03773962,8,5,3,1
sebovich,1601.80745077,163.921871694,8,5,3,1
kalimari,1601.80745077,164.03773962,8,5,3,1
baker,1601.80745077,163.747916077,8,5,3,1
punk,1601.80745077,164.03773962,8,5,3,1
rainbow,1601.80745077,164.03773962,8,5,3,1
phidx,1601.80745077,164.03773962,8,5,3,1
ae.,1601.80745077,163.921871694,8,5,3,1
a4foot1giant,1601.80745077,164.03773962,8,5,3,1
aubfox,1601.80745077,164.03773962,8,5,3,1
kizzo,1601.80745077,164.03773962,8,5,3,1
2highsofly,1601.80745077,164.03773962,8,5,3,1
zmby,1601.80745077,164.03773962,8,5,3,1
erik reeds,1601.80745077,164.03773962,8,5,3,1
heliodoxy,1601.80745077,164.03773962,8,5,3,1
arc tres,1601.80745077,163.747916077,8,5,3,1
capem,1601.80745077,164.03773962,15,10,5,2
| jeezimsobored,1601.80745077,164.03773962,8,5,3,1
hdyambo,1601.80745077,164.03773962,8,5,3,1
yuna,1601.80745077,163.921871694,8,5,3,1
the prince,1601.80745077,164.03773962,8,5,3,1
calta,1601.80745077,164.03773962,8,5,3,1
dsl_pl0x,1601.73676397,158.64276929,8,5,3,1
shady,1601.67096903,147.474830084,10,6,4,2
big dick bandit,1601.60337401,146.408430788,10,6,4,2
bacon,1601.55978869,125.113077335,21,13,8,3
azen zagenite,1601.51475621,165.065867015,8,5,3,2
holy ham,1601.42994998,139.922171994,8,5,3,1
zannthemann,1601.31420575,171.975198867,5,3,2,1
low5,1601.29070206,168.416169929,8,4,4,2
burlap,1600.77310311,179.990553398,5,3,2,1
koopakev,1600.5226801,139.619030592,10,6,4,2
ardent rage,1600.50520456,191.748911612,5,3,2,1
nala,1600.12884346,177.941983025,5,3,2,1
european greazemans,1600.12301771,126.474403858,13,8,5,2
night,1599.96933997,187.062102883,5,3,2,1
capone,1599.96933997,186.553558891,5,3,2,1
brail_l2k,1599.96933997,187.417262639,5,3,2,1
cool lime,1599.9489927,119.50523519,13,8,5,2
liqued,1599.93914352,140.643429779,10,6,4,2
dakpo,1599.92519297,144.872413536,10,6,4,1
rpg,1599.75752106,182.393641454,6,4,2,1
phatcat,1599.75752106,182.237319018,6,4,2,1
pusheen queen,1599.71533905,203.674356865,4,2,2,1
tempest,1599.51926142,130.627482877,12,7,5,2
macgruber,1599.49896316,157.907834576,8,5,3,1
riff,1599.44929517,168.81790364,7,4,3,1
riddy,1599.44357803,166.810661896,6,4,2,1
adamkex,1599.39434794,130.730266027,18,11,7,3
glory,1599.23624868,181.013745105,19,14,5,2
mprime,1599.1860527,190.127957398,5,3,2,1
zaf,1599.004008,116.37912166,16,10,6,2
lil isai,1599.00355002,153.014755417,7,4,3,1
chandy,1598.93467528,121.770883891,16,10,6,2
will pickles,1598.68869084,128.582932292,14,9,5,2
nuckels,1598.67195951,185.264211548,5,3,2,1
bonfire10,1598.5525806,182.466341081,5,3,2,1
gin,1598.55230167,103.283403833,20,12,8,3
n0z1ck,1598.51977592,123.329577063,20,11,9,3
enemy unit,1598.35905827,155.024734883,8,5,3,1
christ himself,1598.20000059,168.219396616,5,3,2,1
homestar,1597.99161835,173.694396463,6,4,2,1
vulfaerix,1597.92750668,166.486055566,7,4,3,1
gtone,1597.88263516,125.872989359,13,8,5,2
the lil d that could,1597.7192712,118.254409779,13,8,5,2
haiyaku,1597.68800362,180.474339978,5,3,2,1
gunhaver,1597.50344094,130.593591876,12,7,5,2
jiichan,1597.13347182,159.238770089,7,4,3,1
drage,1597.01755504,179.903582617,6,4,2,1
char,1596.95376633,102.419175807,28,17,11,4
scarecrow,1596.79095884,157.301465688,7,4,3,1
sc00p,1596.7776374,132.747968174,11,7,4,2
jaywalker,1596.51303626,159.184722854,7,4,3,1
knight,1596.51117903,156.255334812,9,5,4,2
pipsqueak,1596.46491931,191.5666551,6,4,2,1
krevlar,1596.29889262,135.781098461,9,5,4,1
foxcapacitor,1596.28123494,122.796177419,14,8,6,2
braev,1596.21437316,99.494034773,23,14,9,4
krax_,1596.04482373,176.566886528,5,3,2,1
kamikaze,1595.83832226,205.97371725,8,4,4,2
villain,1595.62020492,190.633940895,13,6,7,2
ziren,1595.43024676,158.504126421,8,5,3,1
den,1595.24720796,105.750866474,21,13,8,3
vilness,1595.15117413,151.424437661,9,6,3,1
xf awkward,1595.13738704,142.021045842,10,6,4,2
the fury,1595.11150414,155.335852873,8,5,3,1
silver,1594.90968569,133.026832312,17,10,7,3
bair,1594.90695658,130.08967842,11,7,4,1
kid fantastic,1594.60161766,178.548452795,5,3,2,1
masquerade,1594.5811171,150.354383313,8,5,3,1
birdlordmasterbeak,1594.56384936,165.917798096,6,4,2,1
farko,1594.43407672,181.18100891,5,3,2,1
triple c,1594.36797751,178.750752943,5,3,2,1
cwhit,1594.34925256,227.488955655,2,1,1,1
bestfriendjohn,1594.1311407,152.511189788,8,5,3,1
danil,1594.00935629,115.057356087,20,12,8,3
greenwalk,1593.99019617,113.596890842,18,11,7,4
coin chaser,1593.95596876,159.40210264,8,5,3,1
duel,1593.77736687,142.636695017,8,5,3,1
ursa,1593.75700405,153.7785784,7,4,3,1
sebson,1593.75549739,130.684102224,13,7,6,2
zamu,1593.68303883,187.748777963,5,3,2,1
qtip,1593.65262035,114.966322882,15,9,6,2
calzum,1593.46119477,173.709790075,17,11,6,2
bulbnut,1593.38002754,290.232858525,1,1,0,1
thekibk,1593.38002754,290.232858525,1,1,0,1
frogge,1593.18092999,180.42703822,5,3,2,1
bun,1593.0930201,188.454592899,5,3,2,1
jedijake,1593.02832755,174.063484329,5,3,2,1
cniu,1593.01789245,181.289393926,5,3,2,1
nice boy,1592.6921983,170.917673823,6,4,2,1
padre,1592.67005329,186.499154004,15,7,8,2
invinceabull,1592.53979677,178.445318898,5,3,2,1
mom?,1592.40426735,182.098538851,5,3,2,1
ggdoe,1592.39159527,146.644904758,10,6,4,1
lansky,1592.27876626,187.911689908,5,3,2,1
conn man,1592.27255381,169.704804084,6,4,2,1
mon,1592.19044698,172.568761676,5,3,2,1
mountaingoating,1592.18976612,187.801973149,5,3,2,1
loki,1591.90871374,171.200419697,7,4,3,1
taba81,1591.6340416,202.161313673,4,2,2,1
parmsib,1591.55906006,184.393889151,5,3,2,1
lookalike,1591.47943262,157.773253526,9,5,4,2
smith,1591.43306795,178.242990168,5,3,2,1
davemon,1591.42895188,144.706372208,8,5,3,1
wowzers,1591.42587361,138.703272952,11,7,4,2
fancey,1591.34759991,178.012277741,6,4,2,1
jeppegryn,1591.33745685,171.77315144,7,4,3,1
mm720,1591.32981637,132.293602995,13,8,5,2
mexican ghost,1591.27778944,171.426866403,6,4,2,1
fliinchy,1591.21207999,165.302911041,7,4,3,1
scoopy,1590.9522264,131.120406569,11,7,4,2
patcombo,1590.81880596,140.860553293,10,6,4,1
jbash,1590.81805913,117.8297675,15,9,6,3
4bs,1590.72229151,192.362566445,5,3,2,1
darkhero,1590.59125659,182.821994084,5,3,2,1
quint,1590.44372205,182.960845007,5,3,2,1
chango,1590.39468669,123.367497531,21,9,12,4
mike,1590.38361978,125.391350971,13,8,5,2
sway,1590.25630163,187.817924952,5,3,2,1
kelly,1590.18998811,193.178053681,5,3,2,1
3huna,1590.06278537,141.20773836,10,6,4,1
tauvalian,1589.76072277,189.842080052,5,3,2,1
dj. dickdown,1589.75185376,154.717377758,9,5,4,2
claw,1589.41580846,168.431417972,6,4,2,1
miyagi,1589.32912964,188.853915476,5,3,2,1
acid fuccboi,1588.91149087,123.809740739,14,8,6,2
luka,1588.80193709,188.02929127,5,3,2,1
jedijakethemystical,1588.6964162,154.315990432,6,4,2,1
wolfeye,1588.63462748,135.496290795,10,6,4,2
5-1,1588.44385445,137.725579595,11,7,4,1
valor,1588.08504301,184.742643886,5,3,2,1
mervis,1588.0750442,184.262737984,6,4,2,2
sawrik,1587.66193654,166.200311064,7,4,3,1
pad,1587.51383982,166.729928471,7,4,3,1
joanna dark,1587.48246046,105.02608084,19,11,8,3
ch0ice,1587.40737141,188.042518576,5,3,2,1
kiwigivi,1587.345018,139.651120305,12,7,5,2
hoogsen,1587.33131254,185.853031198,5,3,2,1
nugget,1587.17199744,123.064153124,15,9,6,3
dahl,1587.13157881,130.469590945,12,7,5,2
oujia,1587.03595449,185.420531928,5,3,2,1
vzakat,1586.95605133,155.141494551,7,4,3,1
ryf1sh,1586.87084257,113.81284311,17,10,7,3
tonic,1586.82018904,117.689086498,18,11,7,2
zent,1586.80977141,132.329762292,10,6,4,2
mika,1586.72909707,154.53394967,8,4,4,1
qwins,1586.71643945,152.726403157,8,5,3,1
eradicator,1586.58829319,152.889624085,9,5,4,2
kwik,1586.58253837,184.821889632,5,3,2,1
mt,1586.50328368,125.175614253,11,5,6,3
metaknight0,1586.38155432,187.501996899,5,3,2,1
mado,1586.38155432,188.007975472,14,9,5,3
ego,1586.37495282,187.345499311,5,3,2,1
light,1586.35466505,129.455184967,18,10,8,4
jiggy,1586.02242674,178.738325498,5,3,2,1
maybe,1585.92909326,127.063958375,13,7,6,3
senn,1585.80029631,139.353362541,12,8,4,2
kihyun,1585.74348737,146.560963436,10,6,4,1
gayluigi,1585.7374028,146.256472024,10,6,4,2
moose,1585.57049397,131.071180052,15,9,6,2
dkarnage,1585.53353524,177.534488322,6,3,3,1
4serial,1585.18807598,150.568381303,10,6,4,2
young,1585.18114863,132.419748434,10,6,4,2
firefly,1585.11942018,150.819376838,10,6,4,2
drynanigans,1585.00880201,180.873519287,5,3,2,1
bertbusdriver,1584.87646409,118.251084523,17,10,7,3
boamba,1584.80494754,109.150841109,18,10,8,4
mc david,1584.62257419,147.87409769,10,6,4,2
kalvar,1584.40476306,117.855808928,14,8,6,2
maruku,1584.34858393,186.737413933,5,3,2,1
quasar,1584.25254849,152.265336898,13,7,6,3
ppmd,1584.16118536,109.080724097,16,8,8,2
jonah,1584.12153153,186.548305494,5,3,2,1
rare,1583.88005667,158.742674753,7,4,3,1
steiner,1583.86351488,180.312051532,5,3,2,1
duckpimp,1583.796798,182.761316248,5,3,2,1
eigen,1583.78628802,152.673586567,10,6,4,2
sephyrate,1583.57399151,173.808094422,6,4,2,1
green,1583.46190874,186.525641777,5,3,2,1
chrisrn,1583.46190874,187.034261675,5,3,2,1
tootmoses,1583.46190874,186.983461944,5,3,2,1
infernalcolonel,1583.46190874,187.490839884,5,3,2,1
pyro,1583.1643809,131.889296924,18,10,8,4
panties,1583.15818713,113.703455081,16,9,7,3
forge,1583.10503834,187.569343266,5,3,2,1
robbyk,1583.04368462,126.56984715,18,11,7,5
yold,1582.9973874,108.167448132,17,10,7,3
husbrann,1582.69039191,134.16688276,12,7,5,2
kofi,1582.6680527,188.819960653,5,3,2,1
veggietales,1582.6680527,188.819960653,5,3,2,1
tipper,1582.6680527,188.819960653,5,3,2,1
hea7,1582.6680527,188.819960653,5,3,2,1
boston's finest,1582.6509933,193.947512563,4,2,2,1
keo,1582.63203954,139.48845863,10,6,4,2
greener,1582.45030392,180.510914192,5,3,2,1
keon,1582.45030392,180.510914192,5,3,2,1
arby,1582.32568249,196.158829381,4,2,2,1
frogman [charette],1582.15492118,182.140936127,5,3,2,1
ryucloud,1581.90247026,173.835906067,5,3,2,1
alliecat,1581.686164,118.184936216,21,13,8,4
m3k,1581.64386462,180.685655963,5,3,2,1
papa john,1581.53874808,188.005999844,5,3,2,1
shoyo,1581.43501222,154.761745066,7,4,3,1
ita,1581.33653603,179.658242474,5,3,2,1
bloodbowler,1581.33327954,157.70905412,15,9,6,2
bravo,1581.26849954,103.076278448,30,18,12,4
et,1581.15616156,174.27435522,5,3,2,1
iifter,1580.92684821,119.062730284,13,8,5,2
hype!,1580.86746996,187.599870404,5,3,2,1
blitzbolt,1580.86617163,134.588899185,10,6,4,2
645development,1580.73722988,192.784342482,5,3,2,1
trout oracle,1580.69352821,179.353190097,5,3,2,1
tace,1580.65085029,186.021855755,5,3,2,1
mayan ryan,1580.35385251,165.154037305,8,5,3,1
bhoogs,1580.27403379,175.797608706,6,4,2,1
crescent monkey,1580.22312403,163.650919133,8,5,3,1
thumbs,1580.22312403,163.650919133,8,5,3,1
caup,1580.22312403,163.244060636,8,5,3,1
baconpancakes,1580.20920606,183.113935295,5,3,2,1
miqi,1580.02869248,189.388219557,5,3,2,1
xtrooper,1580.02869248,189.187467098,5,3,2,1
stricnyn3.,1580.00878715,186.451724623,5,3,2,1
winnie,1579.85508165,169.623684464,6,4,2,1
ken,1579.82209557,129.918483594,12,7,5,2
trap,1579.74086831,166.099150799,7,4,3,1
zap101,1579.62644089,122.268247244,15,8,7,3
sapoc,1579.60923471,157.742080462,8,5,3,1
sasha,1579.53567763,131.529952819,12,7,5,2
duo,1579.4722189,195.003060127,4,2,2,1
sambr,1579.45716349,110.317775331,14,8,6,2
ambition,1579.34879612,160.731173226,11,6,5,2
rayd,1579.21274515,182.425621716,5,3,2,1
jackkenney,1579.17983526,147.69777298,10,6,4,3
free,1579.09515516,164.704884962,7,4,3,1
kingly,1578.81010798,144.405242417,10,6,4,2
hipo,1578.52058945,219.741475832,4,2,2,1
kurt kobain,1578.42678402,159.758725185,7,4,3,1
blackjack,1578.1755193,154.932203863,9,5,4,2
b-boy anakin,1578.05436975,179.101102831,5,3,2,1
gooley,1577.96019495,180.426259751,5,3,2,1
full metal jarod,1577.94012693,163.744899424,7,4,3,1
hyo,1577.79567045,157.940137071,7,4,3,1
siddartha,1577.77177596,125.834330057,12,7,5,2
phax,1577.68907526,198.129630776,4,2,2,1
the box ghost,1577.66284596,183.765819766,5,3,2,1
gator [slater],1577.12546084,156.600680354,7,4,3,1
pip,1577.11159708,123.78576666,14,8,6,3
near,1577.1112003,136.020318361,11,6,5,2
admiral,1576.95079865,120.351374705,15,9,6,2
jwalker,1576.86936768,143.405710991,10,6,4,2
krispysmooth,1576.7557958,219.072647968,4,2,2,1
sonofashepherd,1576.68190088,182.439163905,5,3,2,1
tuesday,1576.60826551,99.1052003977,23,12,11,5
tastygoldfish,1576.55599129,219.036932079,10,4,6,2
slime,1576.55095102,259.067827492,11,6,5,2
kneedoking,1576.50454417,167.853411601,6,3,3,1
stax,1576.49929405,124.723480603,15,8,7,2
rensxd,1576.27015577,161.52081662,7,4,3,1
mantis,1576.00947016,116.634249225,12,6,6,2
benstillerfan69,1575.97446835,128.828842854,13,7,6,3
yung zunga,1575.87624585,179.823160102,5,3,2,1
xpilot,1575.87474873,176.21908496,5,3,2,1
$nooze,1575.8104241,143.103670219,9,5,4,2
zeta,1575.69628124,94.0458007295,28,16,12,6
noodle,1575.61879303,144.355316579,9,5,4,2
mentaculus,1575.36262193,124.76488324,12,7,5,2
dhoho,1575.30889766,183.23311398,5,3,2,1
nu,1575.24803544,173.114599439,6,3,3,1
gongfactor,1575.19904299,162.265668564,7,4,3,1
bugatti,1575.19904299,162.265668564,7,4,3,1
clouded,1574.98698138,169.341158785,7,4,3,1
hayrow,1574.88665526,114.598300803,16,10,6,2
dru2,1574.86179202,218.186967231,4,2,2,1
trevman,1574.76434573,186.61116874,5,3,2,1
thef,1574.76434573,186.560253801,5,3,2,1
garbage prince,1574.6754035,187.157799742,5,3,2,1
saiyan,1574.53040658,168.46724018,7,4,3,1
kidlink,1574.43784659,199.862018819,4,2,2,1
joebigs,1574.39652103,145.830651437,9,5,4,2
frostbyte,1574.35363272,146.282334222,9,5,4,2
pookie,1574.21476964,158.332799461,7,4,3,1
answer,1574.20768701,147.058784152,10,6,4,2
tinojoe,1574.19938687,160.506259286,7,4,3,1
chevy,1574.17926103,166.395904059,7,4,3,1
pr0tein,1574.15481173,149.746353232,8,5,3,1
halzyn,1574.02759397,186.497033422,5,3,2,1
alex kidd,1574.01605654,187.422470675,5,3,2,1
pokno,1574.01605654,187.67573768,5,3,2,1
polar,1574.01605654,187.321067993,5,3,2,1
linksta,1574.01605654,187.67573768,5,3,2,1
glaz,1574.01605654,188.029738376,5,3,2,1
thoobs,1574.01605654,187.67573768,5,3,2,1
marche,1574.01605654,187.321067993,5,3,2,1
hondafoo,1573.8651435,144.631291778,9,5,4,1
patrick,1573.85971089,92.9148901854,29,16,13,5
king fedora,1573.79455591,91.0899076954,25,14,11,3
pwrup!,1573.72597422,137.041047078,12,7,5,2
potentis,1573.43557479,141.723434714,10,6,4,2
lildoozie,1573.41651018,180.493357056,5,3,2,1
noobking,1573.13515851,167.300251601,7,4,3,1
r & r,1572.96013281,168.906149357,5,3,2,1
bonsaiwarrior,1572.93162663,177.369729349,5,3,2,1
coyote,1572.64847141,185.587502365,5,3,2,1
soda,1572.56984572,162.380803875,7,4,3,1
vts,1572.55363957,142.366964151,10,6,4,2
insomnia,1572.42090516,184.724998844,5,3,2,1
ryko,1572.37009816,142.072407779,9,5,4,3
nth,1572.27495065,186.743630647,5,3,2,1
yamham,1572.19790706,132.8501705,13,8,5,2
magikarp,1572.10991729,194.731533917,5,3,2,1
skylan,1572.10991729,194.291971789,5,3,2,1
fly sloth,1572.10991729,194.487455384,12,6,6,2
dayge,1572.10991729,194.731533917,5,3,2,1
chetter,1572.10991729,194.731533917,5,3,2,1
tee knock,1572.10991729,194.731533917,5,3,2,1
cincell,1572.10991729,193.557149963,5,3,2,1
sajeel,1572.10991729,194.731533917,5,3,2,1
ari,1572.10991729,194.731533917,10,3,7,2
tippered,1572.10991729,194.194156199,5,3,2,1
devastation,1572.10991729,194.731533917,5,3,2,1
gabytime,1572.10991729,194.633939234,5,3,2,1
stemu,1572.10991729,194.633939234,5,3,2,1
w33dl0rd840,1572.10991729,194.731533917,5,3,2,1
docmo,1572.10991729,194.731533917,5,3,2,1
foolz,1572.10991729,194.731533917,5,3,2,1
wonderbean,1572.10991729,194.731533917,5,3,2,1
gambs,1572.10991729,194.731533917,5,3,2,1
rca,1572.10991729,194.731533917,5,3,2,1
triffle,1572.10991729,194.487455384,5,3,2,1
eleven,1572.10991729,194.487455384,5,3,2,1
dz rei,1572.10991729,194.487455384,5,3,2,1
bashking,1572.10991729,194.731533917,5,3,2,1
roko,1572.10991729,193.949401396,5,3,2,1
bajef,1572.10991729,194.731533917,5,3,2,1
asura,1572.10991729,194.731533917,5,3,2,1
gorbachev,1572.10991729,193.998377059,5,3,2,1
khadia,1572.10991729,194.731533917,5,3,2,1
guluheend,1572.10991729,194.731533917,5,3,2,1
eval,1572.10991729,194.731533917,5,3,2,1
pillowmaker,1572.10991729,194.731533917,5,3,2,1
tts,1572.10991729,194.633939234,12,6,6,2
snivy102,1572.10991729,194.291971789,5,3,2,1
gale,1572.10991729,194.633939234,5,3,2,1
bbc,1572.10991729,194.633939234,5,3,2,1
joshuwasha,1572.10991729,194.731533917,5,3,2,1
sizzling solzo,1572.10991729,193.949401396,5,3,2,1
floppy,1572.10991729,194.731533917,5,3,2,1
agi,1572.10991729,194.731533917,5,3,2,1
commanderkool,1572.10991729,194.731533917,5,3,2,1
glenjamin,1572.10991729,194.731533917,5,3,2,1
future,1572.10991729,194.731533917,10,6,4,2
madman,1572.10991729,194.731533917,5,3,2,1
perhapsman,1572.10991729,194.291971789,5,3,2,1
strega,1572.10991729,194.291971789,5,3,2,1
zemcitrus,1572.10991729,194.731533917,5,3,2,1
lucidity,1572.10991729,194.047340362,5,3,2,1
artist,1572.10991729,193.949401396,5,3,2,1
brandingo,1572.10991729,194.291971789,5,3,2,1
deep,1572.10991729,194.731533917,5,3,2,1
n1ck,1572.10991729,194.487455384,5,3,2,1
bliutwo,1572.10991729,194.731533917,5,3,2,1
thenumber47,1572.10991729,194.487455384,11,7,4,2
muttnik,1572.10991729,194.731533917,5,3,2,1
lecceo,1572.10991729,193.949401396,5,3,2,1
diaper,1572.10991729,194.731533917,5,3,2,1
doyoung2win,1572.10991729,194.731533917,5,3,2,1
trogdor,1572.10991729,193.949401396,5,3,2,1
azureflame,1572.10991729,194.047340362,5,3,2,1
stacky mcbears,1572.10991729,194.731533917,5,3,2,1
beanwolf,1572.10991729,193.802400144,5,3,2,1
xtal,1572.10991729,194.291971789,5,3,2,1
nav,1572.10991729,194.731533917,5,3,2,1
zenaga,1572.10991729,194.487455384,5,3,2,1
commissioner gordon,1572.10991729,194.731533917,5,3,2,1
pdub,1572.10991729,194.731533917,5,3,2,1
anthony,1572.10991729,194.731533917,5,3,2,1
votega,1572.10991729,193.949401396,5,3,2,1
marlwolfe,1572.10991729,194.291971789,5,3,2,1
jakx,1572.10991729,194.731533917,5,3,2,1
.fb,1572.10991729,193.900413361,5,3,2,1
kim,1572.10991729,194.731533917,5,3,2,1
apples,1572.10991729,194.731533917,5,3,2,1
kestrel,1572.10991729,194.731533917,5,3,2,1
rm,1572.10991729,194.731533917,5,3,2,1
dracula,1572.10991729,194.731533917,5,3,2,1
schwiebs,1572.10991729,194.731533917,5,3,2,1
brgod,1572.10991729,194.731533917,5,3,2,1
genesis,1572.10991729,194.145229923,5,3,2,1
irish,1572.10991729,194.731533917,5,3,2,1
| b-war,1572.10991729,194.487455384,5,3,2,1
fear,1572.10991729,194.731533917,8,4,4,2
ccdm,1572.10991729,194.731533917,5,3,2,1
wakka,1572.10991729,194.291971789,5,3,2,1
ozumi,1572.10991729,193.998377059,5,3,2,1
mossgarden,1572.10991729,194.731533917,5,3,2,1
turnip4what?,1572.10991729,194.731533917,5,3,2,1
uncle onion,1572.10991729,194.731533917,5,3,2,1
jwolf,1572.10991729,194.731533917,5,3,2,1
bernz,1572.10991729,194.731533917,5,3,2,1
captain schfifty,1572.10991729,194.731533917,5,3,2,1
fro,1572.10991729,193.949401396,5,3,2,1
arson (aka mc sweden),1572.10991729,194.633939234,5,3,2,1
jose ole,1572.10991729,194.731533917,5,3,2,1
akt,1572.10991729,194.047340362,5,3,2,1
ru$$,1572.10991729,194.731533917,5,3,2,1
eastea,1572.10991729,194.291971789,5,3,2,1
_glook,1572.10991729,194.731533917,5,3,2,1
rootbeerfloat,1572.10991729,193.949401396,5,3,2,1
remioli,1572.10991729,194.731533917,5,3,2,1
alphicans,1572.10991729,194.731533917,5,3,2,1
pikminbutdeadly,1572.10991729,194.731533917,5,3,2,1
941cs,1572.10991729,194.731533917,5,3,2,1
mariopartywbeer,1572.10991729,194.731533917,5,3,2,1
jaggedcole,1572.10991729,194.731533917,5,3,2,1
jc,1572.10991729,194.731533917,5,3,2,1
stormtrooper,1572.10991729,194.047340362,5,3,2,1
stickman,1572.10991729,194.291971789,5,3,2,1
panduhz,1572.10991729,194.731533917,5,3,2,1
animal,1572.10991729,194.731533917,5,3,2,1
mr. nima,1572.10991729,194.731533917,5,3,2,1
pale chub,1572.10991729,194.731533917,5,3,2,1
ride,1572.10991729,194.731533917,5,3,2,1
yrex,1572.10991729,194.731533917,5,3,2,1
nagate,1572.10991729,194.731533917,5,3,2,1
steamfriedasian,1572.10991729,194.731533917,5,3,2,1
chuck lee,1572.10991729,194.731533917,5,3,2,1
lord chin chin,1572.10991729,194.731533917,5,3,2,1
ansuke,1572.10991729,194.731533917,5,3,2,1
oyako,1572.10991729,194.731533917,5,3,2,1
sailormoon420,1572.10991729,194.731533917,5,3,2,1
| kitsune91,1572.10991729,194.731533917,5,3,2,1
atlus,1572.10991729,194.731533917,5,3,2,1
lldl,1572.10991729,194.487455384,5,3,2,1
ocifer,1572.10991729,194.731533917,5,3,2,1
smokey meat sweats bbq,1572.10991729,194.731533917,5,3,2,1
naota650,1572.10991729,194.731533917,5,3,2,1
ghettotastic,1572.10991729,194.731533917,5,3,2,1
iron chief,1572.10991729,193.949401396,5,3,2,1
larfen,1572.10991729,193.949401396,5,3,2,1
mind assassin,1572.10991729,194.731533917,5,3,2,1
xell,1572.10991729,194.731533917,5,3,2,1
gragledump,1572.10991729,194.731533917,5,3,2,1
ooshii,1572.10991729,194.731533917,5,3,2,1
strain,1572.10991729,194.731533917,5,3,2,1
whatisfear,1572.10991729,194.731533917,5,3,2,1
slumped,1572.10991729,194.731533917,5,3,2,1
nastynard,1572.10991729,194.145229923,5,3,2,1
blueguy,1572.10991729,194.731533917,5,3,2,1
luxus,1572.10991729,193.900413361,5,3,2,1
mister dawson,1572.10991729,194.731533917,5,3,2,1
munch,1572.10991729,194.731533917,5,3,2,1
diabound,1572.10991729,194.633939234,12,7,5,2
store-bought pancakes,1572.10991729,194.731533917,5,3,2,1
jazzawockee,1572.10991729,194.487455384,5,3,2,1
thebigopness,1572.10991729,194.731533917,5,3,2,1
myko,1572.10991729,194.731533917,5,3,2,1
m00nshoez,1572.10991729,194.731533917,5,3,2,1
kramepie,1572.10991729,194.731533917,5,3,2,1
eight%,1572.10991729,193.557149963,5,3,2,1
shady pyro,1572.10991729,194.731533917,5,3,2,1
krzy8,1572.10991729,194.731533917,5,3,2,1
dannypaguiao,1572.10991729,194.731533917,5,3,2,1
lugia,1572.10991729,194.731533917,5,3,2,1
smuv,1572.10991729,194.291971789,5,3,2,1
femto,1572.10991729,194.633939234,5,3,2,1
chiefcherry,1572.10991729,193.949401396,5,3,2,1
morgneer,1572.10991729,194.731533917,5,3,2,1
dr. grin,1572.10991729,194.731533917,5,3,2,1
kenz,1572.10991729,194.633939234,5,3,2,1
sgt flow,1572.10991729,194.731533917,5,3,2,1
infin,1572.10991729,194.731533917,5,3,2,1
hg-swizzlesnacks,1572.10991729,194.731533917,5,3,2,1
akiva,1572.10991729,194.731533917,5,3,2,1
henrius,1572.10991729,194.731533917,5,3,2,1
hylian reaper,1572.10991729,194.633939234,11,7,4,2
lilo&stitchface,1572.10991729,194.731533917,5,3,2,1
joel,1572.10991729,194.291971789,5,3,2,1
pog0,1572.10991729,194.731533917,5,3,2,1
thegtree,1572.10991729,194.731533917,5,3,2,1
royce,1572.10991729,194.731533917,5,3,2,1
g~man the cosmic destroyer,1572.10991729,194.731533917,5,3,2,1
cmac,1572.10991729,194.291971789,5,3,2,1
gabezilla,1572.10991729,194.731533917,5,3,2,1
carcosa,1572.10991729,194.731533917,5,3,2,1
2dollarslices,1572.10991729,194.731533917,5,3,2,1
feynman,1572.10991729,194.731533917,5,3,2,1
dkuo,1572.10991729,194.731533917,5,3,2,1
pdk,1572.10991729,194.731533917,5,3,2,1
thane,1572.10991729,194.731533917,5,3,2,1
michaeldouglas,1572.10991729,194.633939234,12,6,6,2
runescape,1572.10991729,194.731533917,5,3,2,1
tl | 343,1572.10991729,194.731533917,5,3,2,1
arpah,1572.10991729,193.949401396,5,3,2,1
judge,1572.10991729,194.731533917,5,3,2,1
delphiki,1572.10991729,194.731533917,5,3,2,1
gooey,1572.10991729,193.557149963,5,3,2,1
net1234,1572.10991729,194.731533917,5,3,2,1
shrip,1572.10991729,194.731533917,5,3,2,1
m,1572.10991729,194.731533917,5,3,2,1
gentlefox,1572.10991729,194.731533917,5,3,2,1
dragos,1572.10991729,194.633939234,5,3,2,1
t1s,1572.10991729,194.731533917,5,3,2,1
puzzle,1572.10991729,193.949401396,5,3,2,1
bobby big ballz,1572.10991729,194.047340362,5,3,2,1
dot,1572.10991729,194.731533917,13,5,8,2
almond,1572.10991729,193.557149963,5,3,2,1
f s u,1572.10991729,194.731533917,5,3,2,1
zeus,1572.10991729,193.949401396,5,3,2,1
xxbounty,1572.10991729,194.731533917,5,3,2,1
captain falco,1572.10991729,194.731533917,5,3,2,1
goatlink,1572.10991729,194.731533917,5,3,2,1
drjwns,1572.10991729,194.731533917,5,3,2,1
mikkuz,1572.10991729,194.731533917,5,3,2,1
